Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
141653,0,0.038173789,57,0,30.0,,5,0,0,0,0.0
139630,1,0.5970753289999999,64,0,0.731403568,8912.0,17,0,5,0,1.0
85834,0,0.015167446000000001,58,0,0.232112517,10593.0,11,0,2,0,5.0
78627,0,0.742905774,57,0,2517.0,,8,0,2,0,0.0
39027,0,0.294913071,61,0,0.262159273,3741.0,10,0,1,0,1.0
675,0,0.035605591,81,0,0.017260735,7125.0,7,0,0,0,0.0
54194,0,0.049346799000000004,60,0,3354.0,,10,0,2,0,0.0
103594,0,0.9999998999999999,79,0,0.0,3500.0,1,0,0,0,0.0
8167,0,0.006958188000000001,65,0,0.002511301,3981.0,5,0,0,0,0.0
15189,0,0.008901537,59,0,0.317519612,5353.0,16,0,2,0,1.0
111473,0,0.016056258,33,0,0.7371079770000001,4750.0,12,0,4,0,1.0
49528,0,0.9999998999999999,33,0,0.624678663,1166.0,3,0,0,0,1.0
108524,0,0.241322295,56,0,2618.0,0.0,13,0,2,0,0.0
32858,0,0.35174560299999996,40,0,1477.0,1.0,6,0,2,0,0.0
63293,0,0.5285812360000001,57,0,0.56821779,9476.0,12,0,5,0,1.0
28828,0,0.11090039199999999,37,0,0.843696867,8233.0,9,0,3,0,2.0
44978,0,0.038394221,84,0,0.205999743,7766.0,9,0,1,0,0.0
47091,1,0.052626809000000004,86,2,52.0,,9,2,0,1,
142171,1,0.633098852,43,1,0.451544447,4240.0,6,1,2,2,2.0
125320,0,0.298877819,42,0,0.03846688,7200.0,11,0,0,0,3.0
114506,0,0.0015384020000000001,70,0,0.16957739,7500.0,7,0,2,0,0.0
131809,0,0.19532184100000002,63,0,1980.0,,11,0,1,0,0.0
101014,0,0.017770135,42,0,0.401098901,4185.0,10,0,1,0,0.0
94500,0,0.9999998999999999,35,0,0.458308338,5000.0,11,0,1,0,2.0
122736,0,0.135586441,31,0,0.20602462600000002,4547.0,7,0,0,0,1.0
9192,0,0.366926615,56,0,0.024898144,2208.0,3,0,0,0,1.0
68904,0,0.227852959,39,2,0.028055244,90000.0,21,0,2,0,3.0
144823,0,0.138056423,67,0,0.16256748699999998,5000.0,13,0,1,0,0.0
82412,0,0.051708150999999994,59,0,0.306704708,1401.0,6,0,0,0,0.0
55779,0,0.627641378,43,0,0.493277432,6916.0,13,0,1,0,2.0
106636,0,0.023661812,53,0,1.3641816619999998,3500.0,20,0,3,0,2.0
137294,0,0.00045744800000000006,64,0,0.266348888,11957.0,21,0,2,0,0.0
62018,0,0.19628104100000002,57,0,0.13260762,4041.0,10,0,1,0,0.0
37400,0,0.013649318,47,0,6188.0,,3,0,2,0,
58661,0,0.051489186,62,0,0.016283388,7000.0,7,0,0,0,0.0
31127,1,0.39716902600000004,26,1,0.110269961,7000.0,4,2,0,1,3.0
43724,0,0.1385536,41,0,0.320165094,6783.0,17,0,2,0,2.0
122519,0,1.078255785,66,0,3450.0,,12,0,2,0,0.0
13646,0,0.9003235209999999,37,0,1.114221445,4000.0,14,0,1,0,1.0
64958,0,0.612102206,63,0,0.139031926,3883.0,9,0,0,0,0.0
85393,0,0.0,48,0,0.24057250600000002,11667.0,11,0,2,0,3.0
100207,0,0.131823041,42,0,0.171569036,12000.0,6,0,2,0,4.0
86614,0,0.418995805,49,0,0.583132871,7066.0,11,0,1,0,3.0
81551,0,0.027461516000000002,34,0,0.007859235,88430.0,8,0,0,0,0.0
105599,0,0.023256301,76,0,0.383058005,8050.0,12,0,1,0,0.0
45546,0,0.031217774,56,0,1077.0,,6,0,1,0,1.0
89442,0,0.20050646100000002,57,0,0.015723808,5850.0,4,0,0,0,1.0
145697,0,0.121409882,56,0,120.0,,5,0,0,0,2.0
79679,0,0.008288039,45,0,0.14159128699999998,10833.0,12,0,2,0,0.0
34934,0,0.018631693,86,0,0.004766949,7551.0,6,0,0,0,0.0
110071,0,0.77252847,49,0,0.44601744600000004,13985.0,15,0,1,0,0.0
3385,0,0.007483175999999999,39,0,0.239875723,9333.0,9,0,1,0,2.0
50866,0,0.241159895,27,0,0.031987205,2500.0,5,0,0,0,0.0
123339,1,0.0,49,1,0.35608536799999996,5200.0,5,2,0,3,3.0
66904,1,0.8150143459999999,58,1,1.1590631009999999,11441.0,24,0,5,0,0.0
71495,0,0.09167036099999999,33,0,2.021978022,1000.0,5,0,1,0,0.0
79943,0,0.9999998999999999,63,1,0.114844018,2916.0,2,0,0,0,0.0
136781,1,0.892981336,33,4,0.200578244,8300.0,7,2,0,1,0.0
6964,0,0.38053982,46,0,0.38407039200000004,8750.0,5,0,2,0,2.0
134682,0,0.02784425,63,0,0.21515696899999998,5000.0,8,0,1,0,0.0
106060,0,0.036685415,59,0,2192.0,,10,0,1,0,1.0
73205,0,0.097512197,31,0,0.251557745,6900.0,13,0,2,0,0.0
60643,0,0.34684377,65,0,2796.0,,18,0,1,0,0.0
138596,0,0.187471155,56,0,0.457614143,14367.0,13,0,2,0,1.0
93961,0,0.29785281399999997,31,0,3173.0,,16,0,2,0,0.0
106792,0,0.003942511,63,0,0.11791948699999999,2806.0,8,0,0,0,0.0
77951,0,0.080375732,64,0,0.162697035,14400.0,12,0,1,0,1.0
94045,0,0.0,56,0,0.30467812899999996,2500.0,8,0,1,0,0.0
46350,0,0.6973408059999999,53,0,0.695320094,7200.0,11,0,2,0,3.0
128411,0,0.43080240000000003,43,0,0.67537415,7349.0,17,0,1,0,3.0
132262,0,0.294491911,29,0,0.007031936999999999,6825.0,3,0,0,0,0.0
74784,0,0.715631969,27,1,0.229667657,3700.0,7,0,0,0,0.0
78026,0,0.018615041000000002,56,0,0.621206712,2800.0,13,0,1,0,1.0
22286,0,0.008040918000000001,81,2,0.0077255169999999995,4400.0,16,0,0,0,1.0
13763,0,0.07838774400000001,61,0,0.229899834,18668.0,10,0,1,0,1.0
24217,0,0.086140396,52,0,0.39805825200000006,17200.0,8,0,2,0,4.0
115257,0,0.023091346000000002,59,0,1224.0,,4,0,1,0,0.0
148364,0,0.17671456100000002,48,3,0.372487664,8308.0,3,1,1,4,3.0
147608,0,0.175788682,40,0,0.400145441,11000.0,9,0,1,0,2.0
38948,0,0.144620307,85,0,0.029988005,2500.0,6,0,0,0,0.0
66695,0,0.059093757000000004,77,0,0.01894685,4063.0,5,0,0,0,0.0
56638,0,0.950790125,43,0,2237.0,,7,0,0,0,0.0
146017,0,0.252233036,60,1,56.0,,1,0,0,0,0.0
5366,0,0.0,22,0,0.0,,2,0,0,0,
73207,0,0.0,63,0,0.391402149,4000.0,7,0,1,0,0.0
62258,0,0.053206113,38,0,2295.0,,9,0,2,0,1.0
104474,0,0.024696221,69,0,24.0,,7,0,0,0,3.0
111648,0,0.198572268,38,0,0.297770223,10000.0,16,0,2,0,2.0
57819,0,0.667007048,41,1,0.321207528,7916.0,14,0,1,0,0.0
58679,0,0.467295059,30,0,0.349060376,2500.0,8,0,0,0,0.0
27844,0,0.44874205,32,0,0.080729637,5536.0,5,0,0,0,1.0
7841,0,0.531018009,40,0,1235.0,0.0,13,0,0,0,3.0
25509,1,0.51911978,52,0,0.660935626,2500.0,11,0,1,0,0.0
118434,0,0.9999998999999999,34,0,147.0,,1,0,0,0,2.0
52558,0,0.038118475,65,0,0.459914831,5400.0,6,0,1,0,0.0
39830,0,0.165353007,41,0,0.298892989,7858.0,7,0,2,0,0.0
58263,1,0.01557659,80,0,0.364702673,3665.0,11,0,2,0,1.0
54602,0,0.22514462899999999,47,0,0.29487771100000004,6500.0,11,0,1,0,1.0
149136,0,0.005969751999999999,73,0,0.0037558690000000002,7454.0,13,0,0,0,1.0
25844,0,0.306513697,49,0,0.234576542,10000.0,19,0,2,1,1.0
9592,0,0.072930206,51,0,0.437311799,7305.0,21,0,1,0,0.0
30204,0,0.105170284,60,0,1732.0,,7,0,1,0,0.0
111481,0,0.07137742700000001,57,0,0.28171871600000004,13800.0,15,0,2,0,3.0
144521,0,0.0,80,0,0.00479904,5000.0,1,0,0,0,0.0
145083,0,0.043346820999999994,34,0,2887.0,,6,0,2,0,
19946,0,0.070660522,45,0,1387.0,,3,0,1,0,0.0
30346,0,0.484099431,60,0,0.07994670200000001,1500.0,4,0,0,1,0.0
144542,0,0.017633306,80,0,17.0,,3,0,0,0,0.0
85089,0,0.026869037999999998,67,0,0.253281038,6628.0,8,0,1,0,0.0
118484,0,0.028282927000000003,78,0,18.0,,8,0,0,0,
101708,0,0.921868207,38,0,0.524674059,8206.0,9,0,2,0,2.0
97317,0,0.503593376,25,0,0.43630308100000004,1200.0,4,0,0,0,0.0
21272,0,0.037952543,46,0,0.820436875,2700.0,9,0,1,0,1.0
127070,0,0.331607555,58,0,0.8250874559999999,2000.0,12,0,0,0,0.0
88044,0,0.177590776,32,0,597.0,,8,0,0,0,0.0
25717,0,0.000312441,45,1,2069.0,,8,0,1,0,0.0
135917,0,0.09791072699999999,71,0,0.089597114,3325.0,8,0,0,0,0.0
29785,0,0.127549647,34,0,0.224552146,7200.0,6,0,1,0,2.0
77139,1,0.09542798400000001,39,0,2847.0,,17,0,2,0,2.0
30579,0,0.554791781,67,0,0.23752916300000002,9000.0,10,0,2,0,1.0
42364,0,0.5411794120000001,47,0,0.278817312,7000.0,10,0,2,0,2.0
31758,0,0.035276664,60,0,0.282354062,10500.0,8,0,1,0,0.0
7868,0,0.9999998999999999,26,0,0.047459179000000004,6552.0,3,0,0,0,0.0
35076,1,0.958833589,33,1,1.426946632,8000.0,9,0,3,0,0.0
140472,0,0.9999998999999999,41,0,2871.0,,4,0,2,0,0.0
105207,0,1.059194081,54,2,0.22111129300000001,6100.0,5,0,0,1,0.0
147647,0,0.017900987,82,0,0.009177319,3050.0,7,0,0,0,0.0
114422,0,0.240812014,40,0,0.05399568,7870.0,7,0,0,0,2.0
61095,0,0.11956338400000001,36,0,0.131071882,8666.0,5,0,0,0,0.0
96851,0,0.011762731,49,0,0.112204724,6603.0,12,0,1,0,0.0
81588,0,0.19120825800000002,41,0,0.335467805,5621.0,6,0,1,0,3.0
84917,1,0.389599189,44,2,0.703288428,11950.0,18,1,5,0,2.0
147333,0,0.295019419,62,0,0.6445551279999999,8833.0,10,0,3,0,0.0
98389,0,0.011638026999999999,60,0,0.0031245120000000003,6400.0,4,0,0,0,0.0
124415,0,0.211770052,24,1,0.067880284,3240.0,7,0,0,0,0.0
102122,0,0.145433801,64,0,0.089807853,4787.0,10,0,1,0,0.0
65838,1,0.84015984,34,0,15.46774577,4200.0,6,0,0,0,1.0
129540,0,0.0,53,0,0.424368294,8666.0,7,0,2,0,0.0
100977,0,0.10272353699999999,66,0,0.061365128,9141.0,12,0,0,0,0.0
142512,0,0.058011735,38,0,0.008396641,2500.0,5,0,0,0,0.0
91454,0,0.02384027,66,0,0.289855072,2000.0,3,0,1,0,0.0
109581,1,0.989213365,30,0,0.437781109,2000.0,10,0,0,0,0.0
122607,0,0.0019499679999999998,70,0,2.55,519.0,13,0,1,0,0.0
31874,0,0.228438578,71,0,3013.0,,6,0,2,0,0.0
33947,1,0.598748883,56,3,0.524658217,18066.0,12,2,2,0,1.0
138869,0,0.0,55,0,0.75834487,6500.0,13,0,2,0,3.0
34181,0,0.340937595,44,0,301.0,,5,0,0,0,0.0
108684,0,0.0,58,0,0.0022209879999999997,1800.0,8,0,0,0,1.0
128961,0,0.035686942,75,0,0.337380665,10788.0,10,0,2,0,0.0
92565,0,0.566255292,59,2,0.351704691,3900.0,5,0,0,1,0.0
92116,0,0.052482178,37,0,0.186890655,6666.0,6,0,2,0,0.0
39721,0,0.251180666,63,0,1485.0,,8,0,1,0,1.0
110487,0,0.040134539,58,0,1933.0,,5,0,1,0,0.0
81157,0,0.480532467,25,0,2.600997506,400.0,8,0,0,0,0.0
128022,0,0.051145302999999996,67,0,0.031133962,3500.0,6,0,0,0,0.0
99335,0,0.9999998999999999,32,0,1193.0,,4,1,0,0,0.0
29267,0,0.0,36,0,0.953441874,3500.0,6,0,2,0,0.0
91080,0,0.774613753,64,0,0.71758191,2166.0,6,0,1,0,0.0
138016,0,0.096043862,49,0,0.50869826,5000.0,20,0,2,0,0.0
45024,0,0.9020126709999999,51,0,0.442335574,7586.0,9,0,2,0,0.0
44562,1,0.6812749,47,1,0.027597792000000003,8333.0,2,0,0,0,0.0
57334,0,0.11863742099999999,62,0,0.149973689,5700.0,8,0,1,0,1.0
50658,0,0.063808913,59,0,0.075191355,2220.0,9,0,0,0,0.0
71428,0,0.085210064,53,0,0.343154246,7500.0,5,0,3,0,2.0
66378,0,0.07266267400000001,35,0,1351.0,,7,0,1,0,0.0
146086,0,0.0070922680000000005,63,1,0.108786196,10083.0,15,1,2,1,0.0
65922,0,0.063057659,59,0,0.23159434399999998,2050.0,5,0,0,0,0.0
9961,0,0.165921374,67,0,0.263138949,8333.0,6,0,1,0,1.0
118788,0,0.086163405,70,0,747.0,,8,0,0,0,0.0
98332,0,0.724245866,35,1,1.339025406,2400.0,13,1,1,3,0.0
141434,0,0.053059592,41,0,0.6360909770000001,4000.0,10,0,2,0,0.0
59905,0,0.303938859,25,0,15.0,,1,0,0,0,
98806,0,0.092821216,28,0,0.023961386,5800.0,5,0,0,0,0.0
120901,0,0.208010268,60,0,1666.0,,8,0,2,0,0.0
39890,0,0.7788866879999999,48,0,0.449637591,4000.0,6,0,0,0,0.0
109215,0,0.34812321,47,0,0.463382157,6007.0,11,0,5,0,1.0
59793,0,0.25523868899999996,54,0,0.6903741790000001,3500.0,10,0,2,0,2.0
34173,1,0.74537521,40,4,0.368051422,8400.0,20,0,1,0,0.0
49840,0,0.080245988,68,1,2941.0,,7,0,1,0,1.0
125936,0,0.018493547,67,0,96.0,,13,0,0,0,0.0
40550,0,0.146970606,49,0,0.242471162,12916.0,6,0,2,0,0.0
58004,0,0.658692866,42,0,0.346009975,6415.0,5,0,1,0,4.0
40087,0,0.136172765,32,0,0.46384561700000004,4300.0,2,0,1,0,0.0
14816,0,0.024325225,68,0,0.501921599,1300.0,8,0,0,0,1.0
139491,0,0.950381202,28,0,0.404106935,2580.0,6,0,0,0,1.0
94422,0,0.669497329,29,0,0.30908469899999996,2927.0,9,0,0,0,3.0
107333,0,0.357294016,69,0,3869.0,,14,0,2,0,0.0
81081,0,0.015626143000000002,66,0,7131.0,,31,0,9,0,0.0
72822,0,0.009263885999999999,60,0,0.020080321,5975.0,10,0,0,0,0.0
123547,0,0.358582795,54,0,0.42929665899999997,10833.0,16,0,2,0,3.0
46425,0,0.49981662,39,0,0.7064116990000001,8000.0,17,0,1,0,2.0
40006,0,0.0043361929999999995,46,0,0.0032076979999999997,3740.0,12,0,0,0,2.0
112913,0,0.32123351,34,1,0.276672333,10000.0,5,0,1,0,2.0
5696,0,0.007508181,63,0,0.00259948,5000.0,16,0,0,0,0.0
26078,0,0.03610894,54,0,0.364272621,6000.0,23,0,2,0,0.0
23873,1,1.0486891390000002,34,1,984.0,,8,1,0,3,2.0
70301,0,0.687181472,60,0,0.281084386,9811.0,6,0,2,0,2.0
99397,0,0.329038938,66,0,0.27546556699999997,8000.0,8,0,1,0,0.0
58988,0,0.15308016300000002,40,0,0.41207839,7500.0,7,0,1,0,1.0
129474,0,0.406537091,52,0,1.459425718,800.0,7,0,2,0,0.0
113877,0,0.007556106999999999,73,0,0.003747658,1600.0,3,0,0,0,0.0
45290,0,0.106581966,85,0,54.0,,1,0,0,0,0.0
59648,0,0.084860194,38,1,0.452089037,8400.0,14,0,2,0,5.0
32590,0,0.081423653,57,0,0.047765555999999994,13000.0,5,0,0,0,2.0
49268,0,0.084057246,32,0,0.42176259,6671.0,9,0,2,0,2.0
121066,0,0.732514743,70,0,0.745084972,3000.0,9,0,1,0,0.0
82216,0,0.00179991,66,0,0.000312402,3200.0,1,0,0,0,0.0
103160,0,0.0055349990000000005,40,0,0.816245487,2769.0,3,0,1,0,0.0
95118,0,0.9999998999999999,46,1,8416.0,0.0,11,0,2,0,2.0
122246,0,0.026664445,44,0,0.075684767,8323.0,7,0,1,0,2.0
115337,0,0.071236685,50,0,0.331852263,3600.0,10,0,1,0,0.0
35373,0,0.99580042,50,0,0.216371151,7500.0,4,0,1,0,3.0
106495,0,0.004124484,51,0,0.089701258,12719.0,5,0,1,0,2.0
72491,0,0.026041999,60,2,0.18616276699999998,5000.0,8,0,0,0,0.0
66642,0,0.013518018,63,0,0.619594964,3653.0,6,0,1,0,0.0
130333,0,0.36453008299999995,37,0,0.20722798899999997,2600.0,4,0,0,0,0.0
137811,0,0.906445278,51,1,0.293131248,3100.0,9,1,1,0,2.0
53591,0,0.679741578,28,0,0.132823979,3402.0,3,0,0,0,0.0
132798,0,0.15031828,46,0,2268.0,,8,0,1,1,0.0
68437,0,0.959731845,48,1,0.9440734559999999,9583.0,14,0,9,0,5.0
141964,0,0.097300082,54,0,0.280850649,10250.0,8,0,1,0,0.0
61452,1,0.920696812,32,3,0.549408432,6000.0,11,1,1,0,4.0
140423,0,0.055563802999999995,64,0,0.328763211,3500.0,13,0,1,0,0.0
62841,0,0.105732336,38,0,6222.0,,9,0,2,0,2.0
88203,0,0.033218411,71,0,0.038263848999999996,1750.0,6,0,0,0,0.0
118816,0,0.333455097,46,0,0.5121700379999999,2916.0,4,0,1,0,0.0
89197,0,0.146285371,59,0,0.32671019,7045.0,4,0,1,0,1.0
25095,0,0.509365353,59,0,2.658227848,1500.0,14,0,2,0,0.0
128115,0,0.016131183,76,0,3.0,,2,0,0,0,0.0
113481,0,0.062276143,54,0,0.25494901,5000.0,6,0,1,0,1.0
88861,0,0.140292985,73,0,0.023993145,3500.0,8,0,0,0,0.0
88316,1,0.0,43,6,0.420948617,7083.0,5,1,1,1,3.0
78362,0,0.0,40,0,0.37965862,9900.0,5,0,1,0,1.0
50777,0,0.10881570900000001,66,0,0.203994294,700.0,13,0,0,0,0.0
106320,0,0.445000984,67,0,0.669665167,2000.0,6,0,0,0,0.0
109979,0,0.37493125299999996,66,0,224.0,,4,0,0,0,0.0
34710,0,0.9999998999999999,41,0,0.01142606,4550.0,3,0,0,0,2.0
122107,0,0.9999998999999999,45,0,0.08458285300000001,2600.0,3,0,0,0,2.0
147158,0,0.6156276039999999,47,0,0.347944329,6250.0,6,0,1,0,4.0
116334,0,0.04647976,63,0,0.007054019,5386.0,5,0,0,0,0.0
28573,0,0.159981054,67,0,1978.0,,15,0,1,0,0.0
39376,0,0.072620461,58,0,0.501367989,2923.0,4,0,2,0,0.0
12818,0,0.5636748739999999,55,1,0.211276094,18250.0,13,0,2,0,2.0
106963,0,0.044709389,53,0,0.293345829,3200.0,6,0,1,0,0.0
63086,0,0.012692818,77,0,0.004498875,4000.0,7,0,0,0,0.0
107344,0,0.06209872599999999,52,0,0.261245675,1733.0,4,0,0,0,0.0
104999,0,0.139407834,58,0,2849.0,,5,0,2,0,0.0
49917,0,0.048025526,46,0,0.064267352,3500.0,9,0,0,0,1.0
64355,0,0.276192624,52,0,0.230910513,29400.0,8,0,3,0,0.0
120065,0,0.005881602,79,0,0.184942,4568.0,6,0,1,0,0.0
10713,0,0.41353695799999995,57,0,0.617645172,15584.0,14,0,6,0,1.0
143087,0,0.124002744,71,3,0.041996,10500.0,11,0,0,0,0.0
107141,0,0.6733653559999999,36,0,0.644745612,4500.0,12,2,1,0,2.0
102133,0,0.0034778770000000003,50,0,0.003068897,6516.0,19,0,0,0,0.0
10395,0,0.11710769,63,0,0.04224471900000001,8000.0,12,0,0,0,0.0
118803,0,0.369434356,43,0,0.11628544,7300.0,5,0,0,0,0.0
137750,0,0.0,74,0,23.0,,2,0,0,0,
126967,0,0.8563809840000001,31,0,1.0342612420000001,2801.0,8,0,2,0,0.0
112052,0,0.026862711,65,0,3608.0,,12,0,2,0,0.0
123119,0,0.686030802,54,0,0.261415398,9000.0,4,0,1,0,0.0
29997,0,0.013745595,69,0,0.00299925,4000.0,3,0,0,0,0.0
97955,1,0.25188563399999997,28,1,0.284626368,2100.0,3,0,0,0,0.0
105118,0,0.48970132,47,0,0.250585089,5981.0,9,1,1,0,1.0
32,0,0.9999998999999999,24,0,0.472703063,750.0,1,0,0,0,0.0
74262,0,0.15188481199999998,73,0,0.024487756,2000.0,4,0,0,0,0.0
5049,0,0.43820224700000004,29,0,0.116838488,3200.0,5,3,0,0,3.0
62822,0,0.881163085,34,0,0.728823036,3576.0,5,0,2,0,2.0
35914,0,0.013013832,56,0,0.21660981399999998,7621.0,15,0,1,0,0.0
89949,0,0.007190203,38,0,0.435557488,4600.0,7,0,1,0,2.0
134847,0,0.164402979,49,0,0.331583042,5141.0,9,0,1,0,0.0
125640,0,0.0,26,0,0.22488287399999998,1920.0,3,1,0,0,2.0
6810,0,0.065540082,47,1,0.257957007,6000.0,7,0,2,0,0.0
39469,0,0.9999998999999999,48,0,1392.0,,3,0,0,2,0.0
101147,0,0.204553382,44,0,0.098686679,2664.0,5,0,0,0,1.0
134894,0,0.9999998999999999,55,0,0.419605665,3600.0,4,0,2,0,0.0
32929,0,0.0,33,0,0.372876214,3295.0,6,0,1,0,0.0
42608,0,0.36711610299999997,52,0,0.643981852,3746.0,10,0,1,0,0.0
145413,0,0.616655728,55,1,0.5343250820000001,8200.0,11,0,2,0,0.0
61146,0,0.336864869,55,0,1394.0,,14,0,0,0,0.0
91819,0,0.519660329,64,0,0.6962933440000001,2508.0,9,0,1,0,0.0
127288,0,0.049657502,70,0,518.0,,4,0,0,0,0.0
39284,0,0.009998611,44,0,787.0,,10,0,0,0,2.0
96301,0,0.06188717,63,0,0.215525348,11696.0,7,0,1,0,0.0
69956,0,0.5104865510000001,54,0,0.453824113,4536.0,11,0,1,0,0.0
116914,0,0.037069158,59,0,1084.0,,8,0,1,0,0.0
22531,0,0.486981083,57,1,0.26911702600000004,7100.0,9,0,1,0,0.0
75610,0,0.046943762,64,0,0.140555529,20916.0,13,0,2,0,2.0
21517,0,0.9999998999999999,60,0,0.13411363099999998,4100.0,1,0,0,1,1.0
36747,0,0.084434225,61,0,0.239339752,8723.0,10,0,2,0,0.0
145896,0,0.487773279,50,0,0.343102216,4196.0,16,0,1,0,1.0
14864,0,0.296600755,37,0,0.148401203,3658.0,6,1,0,0,0.0
45095,0,0.150859179,41,0,2847.0,,6,0,1,0,0.0
93564,0,0.22383209199999998,65,0,0.27143047600000003,7500.0,11,0,3,0,0.0
6309,0,0.23424065800000002,56,0,0.514156405,9500.0,12,0,2,0,0.0
79371,0,0.015069998000000001,54,2,0.16310859800000002,11850.0,7,0,2,2,0.0
104253,0,0.015116661000000002,46,0,0.325586967,4173.0,6,0,1,0,2.0
112952,0,0.733804476,31,0,0.387434555,2100.0,9,0,0,0,0.0
147295,0,0.040333852999999996,71,1,88.0,,14,0,0,0,0.0
104199,0,0.010846186,60,0,1.041756546,70000.0,38,0,32,0,0.0
30269,0,0.057215713,74,0,0.209282981,6010.0,13,0,1,0,0.0
136127,0,0.007926047,40,0,0.226295617,6000.0,9,0,1,0,0.0
40969,0,0.339080063,34,0,0.491884263,4250.0,5,0,2,0,0.0
149320,0,0.31507397,32,0,0.030992252,4000.0,1,0,0,0,1.0
45947,0,0.003352646,56,1,1608.0,,12,0,1,0,0.0
9925,0,0.892861275,70,0,0.44863731700000004,6200.0,9,0,2,0,0.0
44037,0,0.016268634,68,0,0.113977205,5000.0,8,0,1,0,0.0
135910,0,0.243419878,34,2,1398.0,,14,0,1,0,0.0
996,0,0.357684244,32,1,710.0,,6,0,0,0,0.0
22518,0,0.46669580899999996,32,1,0.409882891,3500.0,6,0,0,0,1.0
42510,0,0.017881736999999998,58,0,0.27975389300000003,5200.0,13,0,2,0,0.0
125421,0,0.008123985,39,0,1.0,,2,0,0,0,0.0
43215,0,0.01175953,73,0,15.0,,4,0,0,0,0.0
37856,0,0.049108662000000004,34,0,2005.0,,12,0,2,0,0.0
105327,0,0.000509251,71,0,0.000620379,19342.0,4,0,0,0,1.0
73772,0,0.0,52,0,1544.0,,5,0,1,0,0.0
26450,0,0.015224305,51,0,0.01445709,3250.0,6,0,0,0,0.0
130496,0,0.0046848670000000005,50,0,0.337102726,8400.0,9,0,2,0,0.0
112150,0,0.558888076,50,1,2555.0,,4,0,2,0,0.0
33088,0,0.236338785,48,0,3.790087464,2400.0,8,0,2,0,2.0
103247,0,0.034549136,66,0,0.133801223,13250.0,3,0,1,0,0.0
138614,0,0.31954252899999996,42,0,0.005961309000000001,26000.0,2,0,0,0,1.0
61031,0,0.9999998999999999,40,0,0.021083702000000003,4742.0,8,0,0,0,2.0
144030,0,0.021130562000000002,54,0,0.368108365,4207.0,8,0,2,0,0.0
66969,0,0.9999998999999999,66,0,0.20913181100000003,6000.0,4,0,1,0,0.0
7714,0,0.501839201,62,0,0.547575286,7072.0,15,0,2,0,0.0
104856,0,0.127197876,48,0,0.27926549300000003,2613.0,10,0,0,0,2.0
137980,0,0.9940029990000001,56,0,0.097815612,6225.0,3,0,0,0,0.0
79987,0,0.47790088399999997,69,1,0.37803889799999996,12339.0,9,0,2,1,1.0
51998,0,0.30628534,52,1,0.435013827,4700.0,9,0,1,0,1.0
146215,0,0.676082582,43,0,0.574194625,5990.0,7,0,2,0,2.0
106609,0,0.111445725,41,0,1.169849537,3455.0,12,1,1,0,0.0
111042,0,1.200799201,32,0,597.0,,10,0,0,0,0.0
28999,0,0.018216258,60,0,2339.0,0.0,7,0,1,0,0.0
122931,0,0.44419771700000005,69,0,3308.0,,10,0,2,0,0.0
7028,0,0.0878554,38,0,0.252535352,7000.0,11,0,1,0,0.0
95163,0,0.12797050199999999,36,0,1894.0,,6,0,1,0,0.0
58533,0,0.5556761370000001,56,0,0.24419163600000002,6240.0,4,0,1,0,2.0
123214,0,0.216943356,53,0,0.308461264,2800.0,5,0,1,0,2.0
93178,0,0.159607049,33,0,0.142576634,9166.0,9,0,0,0,3.0
123810,0,0.9497630779999999,53,0,0.406850459,13166.0,6,0,1,0,1.0
2566,0,0.106091621,49,0,1.013997201,5000.0,11,0,3,0,2.0
19802,0,0.279441118,48,0,0.183622205,3980.0,2,0,1,0,1.0
108798,0,0.45190961799999996,41,0,4406.0,,9,0,2,0,1.0
80440,0,0.086348665,69,0,2450.0,,5,0,1,0,0.0
525,0,0.01255887,62,0,0.044762033,7416.0,5,0,0,0,0.0
135620,0,0.007769417,71,0,0.09429065699999999,2311.0,7,0,0,0,0.0
106003,0,0.060884379,47,1,0.245017113,4966.0,9,0,1,0,0.0
78079,0,0.235973381,40,0,0.364336819,5450.0,12,0,2,0,4.0
131467,0,0.10791545,59,0,0.37108466700000003,7310.0,9,0,2,0,2.0
148515,0,0.154753022,45,0,1652.0,,5,0,1,0,
1676,0,0.8832939470000001,36,0,0.3118458,7833.0,7,0,1,0,0.0
104286,0,0.017999400000000002,56,0,0.388064223,3300.0,4,0,2,0,1.0
96262,0,0.049105389000000006,68,0,0.161399041,13351.0,10,0,1,0,0.0
59704,0,0.126419541,69,0,0.021191522999999997,2500.0,4,0,0,0,0.0
77037,0,0.367057306,67,0,319.0,,4,0,0,0,2.0
45921,0,0.27207119,33,0,0.132075472,6200.0,12,0,0,0,2.0
111810,0,0.167502172,35,0,0.049397236,3400.0,3,0,0,0,1.0
69084,0,0.009116183,79,0,0.007596961,2500.0,8,0,0,0,0.0
82192,0,0.123505479,60,0,0.653755314,2116.0,11,0,1,0,0.0
64570,0,0.996677741,33,1,0.037067888,2400.0,3,0,0,1,1.0
20227,1,0.36561268799999996,62,0,0.260352213,2100.0,3,0,0,0,0.0
46958,0,0.907454627,49,0,0.21252613399999998,11000.0,5,0,1,0,3.0
