step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
74,'C1254064510','5','F','28007','M348934600','28007','es_transportation',35.49,0
144,'C1767734624','3','F','28007','M1823072687','28007','es_transportation',21.07,0
14,'C1743392358','4','M','28007','M348934600','28007','es_transportation',19.87,0
178,'C369805136','4','M','28007','M348934600','28007','es_transportation',9.29,0
33,'C602096181','1','F','28007','M1823072687','28007','es_transportation',19.38,0
106,'C825969892','2','M','28007','M1823072687','28007','es_transportation',10.47,0
167,'C707360147','4','F','28007','M85975013','28007','es_food',76.79,0
61,'C1236503001','2','F','28007','M1823072687','28007','es_transportation',16.69,0
29,'C1570165892','3','F','28007','M348934600','28007','es_transportation',41.93,0
146,'C672742304','4','M','28007','M1823072687','28007','es_transportation',56.58,0
157,'C1586463432','6','M','28007','M1823072687','28007','es_transportation',18.78,0
174,'C775101977','3','M','28007','M348934600','28007','es_transportation',1.97,0
88,'C948004275','2','M','28007','M348934600','28007','es_transportation',4.21,0
29,'C809708190','1','F','28007','M348934600','28007','es_transportation',18.77,0
65,'C1818021493','2','F','28007','M348934600','28007','es_transportation',10.39,0
98,'C345640256','4','F','28007','M78078399','28007','es_wellnessandbeauty',79.92,0
24,'C1977634536','4','F','28007','M85975013','28007','es_food',15.81,0
147,'C1402203755','3','M','28007','M1823072687','28007','es_transportation',35.03,0
1,'C1723897078','2','F','28007','M151143676','28007','es_barsandrestaurants',73.96,0
175,'C896894357','3','M','28007','M855959430','28007','es_hyper',3.51,0
115,'C852586467','4','M','28007','M1823072687','28007','es_transportation',8.29,0
112,'C1136859577','3','M','28007','M1823072687','28007','es_transportation',33.17,0
20,'C813472343','4','M','28007','M1823072687','28007','es_transportation',1.19,0
123,'C1732307957','5','F','28007','M1913465890','28007','es_health',9.52,0
103,'C662836745','3','M','28007','M855959430','28007','es_hyper',34.51,0
116,'C1314685160','1','M','28007','M1823072687','28007','es_transportation',0.11,0
54,'C746711867','4','M','28007','M547558035','28007','es_fashion',70.87,0
155,'C1839662768','3','F','28007','M1823072687','28007','es_transportation',8.91,0
101,'C1293338653','4','F','28007','M348934600','28007','es_transportation',24.92,0
172,'C459595150','3','M','28007','M1823072687','28007','es_transportation',32.21,0
0,'C1883823119','4','M','28007','M348934600','28007','es_transportation',13.86,0
39,'C744066701','2','F','28007','M348934600','28007','es_transportation',39.03,0
147,'C529135239','3','M','28007','M348934600','28007','es_transportation',72.82,0
90,'C1065812935','6','F','28007','M547558035','28007','es_fashion',20.54,0
165,'C1743392358','4','M','28007','M1823072687','28007','es_transportation',28.83,0
156,'C689850593','3','M','28007','M1823072687','28007','es_transportation',18.98,0
113,'C956954767','3','F','28007','M348934600','28007','es_transportation',41.33,0
102,'C58324694','3','F','28007','M1823072687','28007','es_transportation',28.81,0
105,'C1558014544','3','M','28007','M1823072687','28007','es_transportation',34.87,0
128,'C1005126300','4','F','28007','M1823072687','28007','es_transportation',1.9,0
24,'C1267365709','3','F','28007','M348934600','28007','es_transportation',12.14,0
16,'C1225717157','5','M','28007','M1788569036','28007','es_sportsandtoys',109.92,0
8,'C1855338494','4','M','28007','M348934600','28007','es_transportation',47.22,0
71,'C1038996959','2','M','28007','M1823072687','28007','es_transportation',30.53,0
85,'C1656440641','2','M','28007','M85975013','28007','es_food',24.48,0
152,'C1353776547','6','M','28007','M348934600','28007','es_transportation',19.54,0
34,'C1321889892','5','M','28007','M348934600','28007','es_transportation',35.93,0
120,'C464042268','6','F','28007','M1823072687','28007','es_transportation',7.26,0
110,'C445432762','4','F','28007','M348934600','28007','es_transportation',30.83,0
161,'C668289079','5','F','28007','M1823072687','28007','es_transportation',9.86,0
147,'C169274898','3','F','28007','M1823072687','28007','es_transportation',51.15,0
92,'C423379854','2','M','28007','M1823072687','28007','es_transportation',2.47,0
129,'C1133386558','2','M','28007','M1823072687','28007','es_transportation',14.62,0
134,'C954636025','3','M','28007','M1823072687','28007','es_transportation',58.43,0
166,'C428728055','1','F','28007','M1823072687','28007','es_transportation',7.37,0
80,'C407219337','3','M','28007','M1823072687','28007','es_transportation',23.88,0
64,'C1763624260','6','F','28007','M1823072687','28007','es_transportation',26.25,0
14,'C1635345159','3','F','28007','M348934600','28007','es_transportation',44.65,0
130,'C326482046','3','M','28007','M1823072687','28007','es_transportation',45.98,0
132,'C92282564','3','F','28007','M1823072687','28007','es_transportation',13.38,0
47,'C1214587699','3','F','28007','M348934600','28007','es_transportation',26.69,0
24,'C1032319289','3','F','28007','M1823072687','28007','es_transportation',3.99,0
136,'C999393223','1','F','28007','M348934600','28007','es_transportation',43.76,0
42,'C1191832390','2','M','28007','M348934600','28007','es_transportation',13.01,0
18,'C231044523','1','M','28007','M1823072687','28007','es_transportation',41.71,0
129,'C1986046665','2','F','28007','M1823072687','28007','es_transportation',46.55,0
135,'C2095429384','2','F','28007','M1823072687','28007','es_transportation',56.51,0
49,'C1983734850','3','M','28007','M855959430','28007','es_hyper',37.36,0
18,'C519449235','2','F','28007','M348934600','28007','es_transportation',41.9,0
155,'C1461774305','3','F','28007','M1823072687','28007','es_transportation',16.07,0
27,'C1193034305','4','F','28007','M348934600','28007','es_transportation',8.79,0
10,'C1238185596','5','M','28007','M348934600','28007','es_transportation',32.16,0
132,'C1240560903','4','M','28007','M348934600','28007','es_transportation',34.31,0
75,'C2000956624','4','M','28007','M1053599405','28007','es_health',197.35,0
172,'C721654925','2','M','28007','M1823072687','28007','es_transportation',25.87,0
73,'C1754543106','2','M','28007','M1823072687','28007','es_transportation',15.17,0
144,'C423454023','3','M','28007','M85975013','28007','es_food',82.61,0
136,'C1200227736','2','M','28007','M1823072687','28007','es_transportation',32.17,0
167,'C1914057832','2','F','28007','M1823072687','28007','es_transportation',31.2,0
150,'C1761432742','2','F','28007','M1823072687','28007','es_transportation',37.12,0
166,'C746862122','3','M','28007','M151143676','28007','es_barsandrestaurants',68.63,0
148,'C914250073','2','M','28007','M348934600','28007','es_transportation',24.89,0
92,'C1480193980','4','F','28007','M348934600','28007','es_transportation',42.34,0
2,'C886993530','3','M','28007','M348934600','28007','es_transportation',40.68,0
18,'C755000520','2','F','28007','M348934600','28007','es_transportation',21.05,0
150,'C706685788','1','F','28007','M1823072687','28007','es_transportation',58.44,0
111,'C333991833','2','M','28007','M348934600','28007','es_transportation',16.53,0
162,'C707360147','4','F','28007','M1823072687','28007','es_transportation',20.31,0
72,'C1415168453','3','F','28007','M1823072687','28007','es_transportation',14.59,0
39,'C59149030','3','F','28007','M85975013','28007','es_food',61.35,0
78,'C78938440','3','M','28007','M1823072687','28007','es_transportation',41.39,0
126,'C1123042802','5','M','28007','M1823072687','28007','es_transportation',51.54,0
84,'C1697528836','3','F','28007','M1823072687','28007','es_transportation',24.53,0
95,'C1008918174','3','F','28007','M1823072687','28007','es_transportation',20.09,0
153,'C1629693561','4','M','28007','M1823072687','28007','es_transportation',30.55,0
50,'C125481968','1','M','28007','M348934600','28007','es_transportation',39.96,0
130,'C419087520','2','M','28007','M1823072687','28007','es_transportation',14.18,0
7,'C759940472','2','M','28007','M348934600','28007','es_transportation',4.41,0
117,'C1667929755','3','F','28007','M1946091778','28007','es_wellnessandbeauty',85.03,0
68,'C1828345671','4','M','28007','M1823072687','28007','es_transportation',36.86,0
163,'C951702775','2','M','28007','M1823072687','28007','es_transportation',24.54,0
65,'C996326258','1','F','28007','M78078399','28007','es_wellnessandbeauty',45.35,0
52,'C677561666','1','F','28007','M1823072687','28007','es_transportation',27.74,0
167,'C966335674','3','M','28007','M1823072687','28007','es_transportation',65.43,0
31,'C203427830','2','F','28007','M348934600','28007','es_transportation',29.4,0
179,'C1186953291','4','M','28007','M1823072687','28007','es_transportation',69.04,0
56,'C33256704','4','F','28007','M1823072687','28007','es_transportation',28.71,0
55,'C1802714004','2','M','28007','M348934600','28007','es_transportation',23.74,0
22,'C1005495267','1','M','28007','M1823072687','28007','es_transportation',14.94,0
46,'C544997662','2','F','28007','M1823072687','28007','es_transportation',52.66,0
59,'C1040405455','6','F','28007','M348934600','28007','es_transportation',7.11,0
169,'C1553941793','1','F','28007','M1313686961','28007','es_contents',31.55,0
40,'C834963773','5','F','28007','M1823072687','28007','es_transportation',34.91,0
144,'C371812005','2','M','28007','M151143676','28007','es_barsandrestaurants',49.28,0
106,'C2091703695','4','F','28007','M1823072687','28007','es_transportation',23.95,0
108,'C77415586','3','M','28007','M348934600','28007','es_transportation',31.47,0
44,'C37682628','1','M','28007','M923029380','28007','es_home',30.58,0
107,'C1488142454','2','F','28007','M1823072687','28007','es_transportation',26.19,0
37,'C481253497','3','F','28007','M348934600','28007','es_transportation',24.64,0
50,'C1272188168','5','F','28007','M348934600','28007','es_transportation',5.1,0
66,'C592679392','5','M','28007','M348934600','28007','es_transportation',64.16,0
19,'C1811749392','2','F','28007','M348934600','28007','es_transportation',0.93,0
74,'C1050663079','4','M','28007','M1823072687','28007','es_transportation',12.48,0
40,'C694265356','3','F','28007','M348934600','28007','es_transportation',24.2,0
104,'C1545573016','2','F','28007','M348934600','28007','es_transportation',10.45,0
79,'C1543824543','4','M','28007','M1823072687','28007','es_transportation',22.0,0
169,'C1433843082','4','F','28007','M1823072687','28007','es_transportation',56.82,0
142,'C1668825144','6','F','28007','M1823072687','28007','es_transportation',25.06,0
165,'C828968085','1','F','28007','M1823072687','28007','es_transportation',14.78,0
101,'C188991095','4','F','28007','M1823072687','28007','es_transportation',69.6,0
171,'C802590979','6','F','28007','M1823072687','28007','es_transportation',6.24,0
106,'C697242067','5','M','28007','M348934600','28007','es_transportation',33.9,0
135,'C1903005844','2','F','28007','M1823072687','28007','es_transportation',31.72,0
163,'C301483725','4','M','28007','M1823072687','28007','es_transportation',1.39,0
152,'C487569403','2','M','28007','M1823072687','28007','es_transportation',65.86,0
114,'C10105795','4','M','28007','M85975013','28007','es_food',38.45,0
173,'C150523972','6','M','28007','M1823072687','28007','es_transportation',24.92,0
173,'C1225704566','2','F','28007','M1823072687','28007','es_transportation',20.13,0
143,'C870367228','4','M','28007','M1823072687','28007','es_transportation',72.89,0
39,'C2145933360','5','F','28007','M348934600','28007','es_transportation',35.13,0
126,'C1818893825','3','M','28007','M1823072687','28007','es_transportation',47.86,0
94,'C531360588','1','F','28007','M1823072687','28007','es_transportation',27.79,0
158,'C1883962820','3','F','28007','M348934600','28007','es_transportation',33.59,0
7,'C56690195','2','M','28007','M85975013','28007','es_food',38.15,0
17,'C1439299369','3','M','28007','M348934600','28007','es_transportation',35.63,0
38,'C1750373007','3','F','28007','M1823072687','28007','es_transportation',46.9,0
132,'C1367581052','4','M','28007','M1823072687','28007','es_transportation',49.24,0
147,'C337109624','2','F','28007','M1823072687','28007','es_transportation',56.89,0
32,'C1340235335','3','F','28007','M348934600','28007','es_transportation',81.78,0
174,'C1255236689','1','F','28007','M1823072687','28007','es_transportation',81.89,0
84,'C2120153320','2','F','28007','M348934600','28007','es_transportation',8.93,0
174,'C393339341','3','M','28007','M1823072687','28007','es_transportation',37.54,0
34,'C2066612191','2','M','28007','M1823072687','28007','es_transportation',20.88,0
91,'C2011875751','4','M','28007','M1823072687','28007','es_transportation',33.78,0
101,'C1178726445','3','F','28007','M1823072687','28007','es_transportation',5.82,0
127,'C2070997908','3','F','28007','M1823072687','28007','es_transportation',8.96,0
171,'C1499701993','3','M','28007','M85975013','28007','es_food',13.93,0
167,'C636259913','1','M','28007','M1823072687','28007','es_transportation',55.17,0
135,'C1440340988','5','F','28007','M1823072687','28007','es_transportation',44.32,0
42,'C430171917','2','M','28007','M348934600','28007','es_transportation',29.49,0
64,'C647089636','5','F','28007','M348934600','28007','es_transportation',13.53,0
51,'C446179646','5','F','28007','M348934600','28007','es_transportation',74.88,0
137,'C1255149927','2','M','28007','M1823072687','28007','es_transportation',15.1,0
98,'C1524019070','3','M','28007','M480139044','28007','es_health',945.29,1
104,'C1687903356','1','F','28007','M1823072687','28007','es_transportation',11.25,0
78,'C1857873865','2','F','28007','M1823072687','28007','es_transportation',35.09,0
61,'C583110837','3','M','28007','M348934600','28007','es_transportation',21.51,0
129,'C360019679','3','F','28007','M1823072687','28007','es_transportation',28.62,0
40,'C1895615571','3','M','28007','M1823072687','28007','es_transportation',23.55,0
72,'C1392385769','3','M','28007','M348934600','28007','es_transportation',5.19,0
109,'C342410301','3','F','28007','M348934600','28007','es_transportation',75.41,0
142,'C1389311354','5','M','28007','M348934600','28007','es_transportation',7.54,0
146,'C2144330803','2','M','28007','M348934600','28007','es_transportation',4.85,0
112,'C1421601814','2','F','28007','M349281107','28007','es_fashion',39.39,0
119,'C1108787528','5','M','28007','M1823072687','28007','es_transportation',11.31,0
15,'C1630697663','4','F','28007','M855959430','28007','es_hyper',38.38,0
96,'C1292140369','4','F','28007','M348934600','28007','es_transportation',35.62,0
70,'C709211172','4','F','28007','M1823072687','28007','es_transportation',34.31,0
136,'C2125787399','4','F','28007','M1823072687','28007','es_transportation',29.57,0
115,'C1495681901','1','F','28007','M348934600','28007','es_transportation',10.18,0
126,'C819690995','5','F','28007','M1823072687','28007','es_transportation',0.49,0
95,'C58324694','3','F','28007','M1823072687','28007','es_transportation',5.75,0
162,'C382789952','3','M','28007','M1823072687','28007','es_transportation',62.05,0
70,'C1303935849','2','M','28007','M85975013','28007','es_food',67.16,0
1,'C1921248691','0','F','28007','M348934600','28007','es_transportation',11.53,0
60,'C854479209','2','F','28007','M85975013','28007','es_food',42.19,0
149,'C967109509','5','M','28007','M1823072687','28007','es_transportation',28.52,0
88,'C1897705669','2','M','28007','M78078399','28007','es_wellnessandbeauty',126.11,0
52,'C812882942','1','F','28007','M348934600','28007','es_transportation',4.72,0
161,'C296630818','3','M','28007','M1823072687','28007','es_transportation',34.53,0
177,'C2007253908','2','M','28007','M1823072687','28007','es_transportation',0.11,0
27,'C1682236855','2','M','28007','M348934600','28007','es_transportation',26.39,0
130,'C133764711','2','F','28007','M1823072687','28007','es_transportation',10.71,0
122,'C1195893546','5','M','28007','M1823072687','28007','es_transportation',50.36,0
161,'C1974668487','2','M','28007','M1823072687','28007','es_transportation',9.08,0
33,'C23740594','3','M','28007','M348934600','28007','es_transportation',8.56,0
30,'C2120153320','2','F','28007','M1823072687','28007','es_transportation',12.07,0
32,'C1699102063','4','M','28007','M348934600','28007','es_transportation',14.01,0
36,'C975211427','2','M','28007','M348934600','28007','es_transportation',33.03,0
78,'C1802714004','2','M','28007','M348934600','28007','es_transportation',33.56,0
117,'C1928637369','3','F','28007','M1823072687','28007','es_transportation',30.37,0
141,'C77415586','3','M','28007','M1823072687','28007','es_transportation',10.29,0
171,'C1242770016','4','M','28007','M348934600','28007','es_transportation',48.6,0
111,'C477595630','4','M','28007','M1823072687','28007','es_transportation',30.11,0
137,'C59433821','4','M','28007','M1823072687','28007','es_transportation',27.8,0
119,'C233539413','2','F','28007','M348934600','28007','es_transportation',9.59,0
11,'C1431806998','4','F','28007','M348934600','28007','es_transportation',52.89,0
3,'C1743392358','4','M','28007','M209847108','28007','es_wellnessandbeauty',123.92,0
155,'C99017559','3','M','28007','M85975013','28007','es_food',17.91,0
40,'C1568308501','3','M','28007','M348934600','28007','es_transportation',24.08,0
83,'C1697851479','3','M','28007','M1053599405','28007','es_health',42.94,0
96,'C1153943594','2','M','28007','M1823072687','28007','es_transportation',2.19,0
123,'C724380392','2','F','28007','M1823072687','28007','es_transportation',44.44,0
90,'C1965115675','3','F','28007','M348934600','28007','es_transportation',14.68,0
124,'C1512732275','3','F','28007','M1823072687','28007','es_transportation',3.13,0
103,'C359628860','4','F','28007','M1823072687','28007','es_transportation',24.95,0
145,'C803365419','1','F','28007','M348934600','28007','es_transportation',38.47,0
123,'C1299368401','4','M','28007','M1600850729','28007','es_fashion',11.24,0
106,'C819131219','4','M','28007','M151143676','28007','es_barsandrestaurants',20.13,0
106,'C996804095','3','M','28007','M1823072687','28007','es_transportation',12.55,0
88,'C1204046804','5','F','28007','M1823072687','28007','es_transportation',38.06,0
173,'C704456922','2','M','28007','M348934600','28007','es_transportation',33.52,0
73,'C71938921','2','M','28007','M348934600','28007','es_transportation',15.05,0
115,'C366397964','2','F','28007','M348934600','28007','es_transportation',31.7,0
83,'C1236489588','2','F','28007','M348934600','28007','es_transportation',13.31,0
49,'C1781953799','5','M','28007','M348934600','28007','es_transportation',32.38,0
40,'C2066612191','2','M','28007','M1823072687','28007','es_transportation',40.41,0
78,'C1630887376','4','F','28007','M1823072687','28007','es_transportation',42.13,0
124,'C679458582','4','F','28007','M1600850729','28007','es_fashion',10.86,0
36,'C2070997908','3','F','28007','M348934600','28007','es_transportation',15.91,0
50,'C1904086644','5','F','28007','M348934600','28007','es_transportation',46.49,0
139,'C1497367004','4','F','28007','M1823072687','28007','es_transportation',0.25,0
137,'C1417312384','2','M','28007','M1823072687','28007','es_transportation',16.36,0
40,'C345742557','5','F','28007','M1823072687','28007','es_transportation',29.91,0
30,'C1207205377','4','M','28007','M1823072687','28007','es_transportation',22.49,0
168,'C1070471979','3','M','28007','M348934600','28007','es_transportation',52.45,0
99,'C1896850232','2','F','28007','M1535107174','28007','es_wellnessandbeauty',172.86,1
8,'C1394931354','4','M','28007','M677738360','28007','es_contents',36.48,0
81,'C1959396051','6','M','28007','M348934600','28007','es_transportation',49.32,0
158,'C1259046770','4','F','28007','M1823072687','28007','es_transportation',6.2,0
42,'C2104185147','2','F','28007','M1823072687','28007','es_transportation',20.18,0
157,'C913841043','3','F','28007','M1823072687','28007','es_transportation',5.23,0
138,'C1718974481','4','M','28007','M1823072687','28007','es_transportation',16.37,0
67,'C1978250683','3','F','28007','M980657600','28007','es_sportsandtoys',2.7,1
64,'C1905402681','1','M','28007','M1823072687','28007','es_transportation',33.9,0
74,'C1602614455','5','M','28007','M348934600','28007','es_transportation',26.1,0
78,'C657290155','3','M','28007','M1823072687','28007','es_transportation',1.73,0
100,'C1321889892','5','M','28007','M1823072687','28007','es_transportation',30.91,0
105,'C332628188','1','F','28007','M348934600','28007','es_transportation',24.19,0
133,'C56197730','2','M','28007','M1823072687','28007','es_transportation',29.81,0
72,'C1891401770','4','F','28007','M1823072687','28007','es_transportation',27.45,0
173,'C875898611','3','F','28007','M1946091778','28007','es_wellnessandbeauty',5.36,0
93,'C545840720','2','F','28007','M1823072687','28007','es_transportation',9.21,0
31,'C1340398290','4','M','28007','M348934600','28007','es_transportation',23.08,0
10,'C2082605784','3','M','28007','M1823072687','28007','es_transportation',53.29,0
126,'C573965612','4','F','28007','M1823072687','28007','es_transportation',1.89,0
148,'C2126946323','2','F','28007','M1823072687','28007','es_transportation',28.04,0
72,'C1501156188','5','F','28007','M1823072687','28007','es_transportation',28.39,0
140,'C1598533502','3','F','28007','M1823072687','28007','es_transportation',30.27,0
135,'C1872803698','3','F','28007','M1823072687','28007','es_transportation',24.26,0
167,'C1952040134','3','F','28007','M1823072687','28007','es_transportation',21.76,0
123,'C638223659','4','M','28007','M1823072687','28007','es_transportation',16.67,0
174,'C1338727022','2','F','28007','M1823072687','28007','es_transportation',45.54,0
83,'C812882942','1','F','28007','M85975013','28007','es_food',67.72,0
122,'C1643168823','1','F','28007','M1823072687','28007','es_transportation',51.28,0
168,'C1786430014','1','F','28007','M1823072687','28007','es_transportation',14.99,0
32,'C1967337226','4','M','28007','M1823072687','28007','es_transportation',7.12,0
94,'C1760986787','2','M','28007','M1823072687','28007','es_transportation',35.21,0
58,'C841616397','2','M','28007','M1823072687','28007','es_transportation',7.96,0
145,'C1942983218','4','F','28007','M1823072687','28007','es_transportation',24.9,0
166,'C261466841','6','M','28007','M348934600','28007','es_transportation',41.03,0
154,'C203802515','1','F','28007','M1823072687','28007','es_transportation',1.17,0
157,'C677202538','2','F','28007','M348934600','28007','es_transportation',21.97,0
152,'C1855266571','2','M','28007','M1823072687','28007','es_transportation',51.51,0
9,'C1483007108','1','F','28007','M348934600','28007','es_transportation',35.43,0
102,'C1663162700','2','M','28007','M1823072687','28007','es_transportation',26.08,0
119,'C1800696439','5','M','28007','M348934600','28007','es_transportation',33.45,0
84,'C351880818','1','M','28007','M348934600','28007','es_transportation',15.33,0
41,'C445432762','4','F','28007','M348934600','28007','es_transportation',14.04,0
81,'C292682242','3','M','28007','M1823072687','28007','es_transportation',10.16,0
62,'C1258725927','4','M','28007','M1823072687','28007','es_transportation',54.8,0
120,'C524663308','2','F','28007','M1823072687','28007','es_transportation',35.91,0
30,'C813128680','2','M','28007','M85975013','28007','es_food',3.68,0
10,'C1739071229','4','F','28007','M1823072687','28007','es_transportation',9.31,0
54,'C1580025618','2','F','28007','M348934600','28007','es_transportation',2.82,0
124,'C528277773','0','F','28007','M1823072687','28007','es_transportation',3.17,0
98,'C1630697663','4','F','28007','M1823072687','28007','es_transportation',56.5,0
58,'C869565327','5','F','28007','M1823072687','28007','es_transportation',38.17,0
41,'C1520919939','4','M','28007','M348934600','28007','es_transportation',20.56,0
43,'C433481742','4','F','28007','M348934600','28007','es_transportation',44.6,0
70,'C1537903478','4','M','28007','M85975013','28007','es_food',3.28,0
140,'C1487982242','2','F','28007','M349281107','28007','es_fashion',76.83,0
170,'C644344959','5','M','28007','M1823072687','28007','es_transportation',12.82,0
48,'C1166683343','2','F','28007','M1823072687','28007','es_transportation',12.35,0
132,'C597641228','2','M','28007','M732195782','28007','es_travel',2241.69,1
84,'C1956971543','1','F','28007','M85975013','28007','es_food',19.62,0
25,'C1971497679','4','M','28007','M348934600','28007','es_transportation',7.66,0
164,'C1892148523','2','F','28007','M1823072687','28007','es_transportation',6.29,0
51,'C1309027409','3','M','28007','M1823072687','28007','es_transportation',44.76,0
57,'C1278181986','2','F','28007','M1649169323','28007','es_sportsandtoys',78.98,0
150,'C1051356798','2','F','28007','M1823072687','28007','es_transportation',44.67,0
126,'C1629693561','4','M','28007','M1823072687','28007','es_transportation',33.44,0
88,'C588719767','2','M','28007','M1823072687','28007','es_transportation',60.19,0
170,'C1018388493','2','M','28007','M1823072687','28007','es_transportation',29.86,0
16,'C95082443','2','M','28007','M1741626453','28007','es_sportsandtoys',148.91,0
156,'C835284421','2','F','28007','M1823072687','28007','es_transportation',27.19,0
94,'C1163388474','2','F','28007','M980657600','28007','es_sportsandtoys',414.87,1
25,'C1557448880','4','M','28007','M1823072687','28007','es_transportation',21.34,0
76,'C1710387865','6','M','28007','M1741626453','28007','es_sportsandtoys',13.58,0
80,'C26438018','4','M','28007','M1823072687','28007','es_transportation',33.38,0
108,'C58324694','3','F','28007','M1823072687','28007','es_transportation',16.09,0
54,'C966602067','4','M','28007','M348934600','28007','es_transportation',20.32,0
143,'C1986701933','3','F','28007','M1823072687','28007','es_transportation',35.32,0
78,'C1577983313','4','M','28007','M855959430','28007','es_hyper',22.68,0
28,'C653252303','1','F','28007','M1842530320','28007','es_tech',43.15,0
15,'C950325755','2','F','28007','M348934600','28007','es_transportation',38.74,0
122,'C1418322275','1','M','28007','M1823072687','28007','es_transportation',0.98,0
14,'C1511497789','1','F','28007','M348934600','28007','es_transportation',1.75,0
62,'C70991061','2','F','28007','M348934600','28007','es_transportation',3.03,0
101,'C598089944','2','M','28007','M348934600','28007','es_transportation',10.67,0
32,'C333991833','2','M','28007','M855959430','28007','es_hyper',25.81,0
45,'C524644424','4','M','28007','M348934600','28007','es_transportation',36.13,0
114,'C1309403692','3','F','28007','M1823072687','28007','es_transportation',48.82,0
46,'C404247926','5','F','28007','M348934600','28007','es_transportation',23.95,0
65,'C1814746822','1','M','28007','M1823072687','28007','es_transportation',0.82,0
115,'C2091583256','2','F','28007','M85975013','28007','es_food',13.83,0
16,'C598089944','2','M','28007','M348934600','28007','es_transportation',3.17,0
90,'C799349963','3','M','28007','M348934600','28007','es_transportation',19.88,0
27,'C1187799344','3','M','28007','M151143676','28007','es_barsandrestaurants',49.61,0
53,'C1783773775','2','M','28007','M1823072687','28007','es_transportation',38.53,0
42,'C1000699316','4','M','28007','M1823072687','28007','es_transportation',73.74,0
62,'C343982358','6','M','28007','M1823072687','28007','es_transportation',8.02,0
175,'C130295904','3','F','28007','M1823072687','28007','es_transportation',11.89,0
165,'C1087943403','3','M','28007','M1823072687','28007','es_transportation',17.0,0
48,'C956898918','2','F','28007','M348934600','28007','es_transportation',9.6,0
10,'C519449235','2','F','28007','M348934600','28007','es_transportation',25.01,0
14,'C1530157952','2','F','28007','M348934600','28007','es_transportation',34.98,0
169,'C1400578246','4','M','28007','M348934600','28007','es_transportation',10.57,0
169,'C362857866','3','F','28007','M1053599405','28007','es_health',83.66,0
151,'C1710387865','6','M','28007','M348934600','28007','es_transportation',42.38,0
142,'C1404589205','2','M','28007','M348934600','28007','es_transportation',16.1,0
144,'C1385780363','4','F','28007','M1823072687','28007','es_transportation',6.5,0
71,'C605859862','5','F','28007','M348934600','28007','es_transportation',55.14,0
92,'C1394454342','1','M','28007','M348934600','28007','es_transportation',30.7,0
89,'C255101565','1','F','28007','M1823072687','28007','es_transportation',45.16,0
1,'C169274898','3','F','28007','M348934600','28007','es_transportation',50.11,0
17,'C12284077','3','F','28007','M1823072687','28007','es_transportation',26.6,0
28,'C1554037473','4','F','28007','M348934600','28007','es_transportation',44.26,0
172,'C574852748','4','F','28007','M85975013','28007','es_food',22.24,0
137,'C1152835627','U','E','28007','M1823072687','28007','es_transportation',8.06,0
109,'C623601481','3','M','28007','M1823072687','28007','es_transportation',16.83,0
13,'C1181615831','3','M','28007','M85975013','28007','es_food',35.89,0
122,'C1670883164','6','F','28007','M1823072687','28007','es_transportation',5.91,0
67,'C483009385','3','F','28007','M1823072687','28007','es_transportation',17.69,0
145,'C155920620','2','M','28007','M348934600','28007','es_transportation',22.7,0
142,'C303533554','2','M','28007','M1823072687','28007','es_transportation',28.33,0
136,'C987677028','3','M','28007','M348934600','28007','es_transportation',10.42,0
81,'C1045214627','2','F','28007','M1823072687','28007','es_transportation',67.63,0
44,'C1439880421','4','F','28007','M348934600','28007','es_transportation',7.0,0
161,'C1962291095','2','M','28007','M1823072687','28007','es_transportation',32.51,0
16,'C1148364854','5','F','28007','M348934600','28007','es_transportation',44.8,0
119,'C135716487','4','F','28007','M348934600','28007','es_transportation',9.17,0
75,'C980876590','2','F','28007','M1913465890','28007','es_health',149.34,0
73,'C1670779713','2','M','28007','M348934600','28007','es_transportation',16.0,0
144,'C16791543','4','M','28007','M1823072687','28007','es_transportation',12.47,0
74,'C1913127981','4','F','28007','M348934600','28007','es_transportation',9.89,0
148,'C435572486','1','F','28007','M1823072687','28007','es_transportation',25.98,0
157,'C1306889886','1','M','28007','M1823072687','28007','es_transportation',42.84,0
110,'C1576250855','2','F','28007','M348934600','28007','es_transportation',56.74,0
105,'C1530157952','2','F','28007','M348934600','28007','es_transportation',20.39,0
19,'C2126436338','1','F','28007','M348934600','28007','es_transportation',12.85,0
179,'C441400844','3','F','28007','M1053599405','28007','es_health',179.62,0
110,'C1551083784','2','M','28007','M1823072687','28007','es_transportation',36.49,0
55,'C2103685620','3','F','28007','M348934600','28007','es_transportation',17.06,0
148,'C1818021493','2','F','28007','M1823072687','28007','es_transportation',26.51,0
31,'C1984083185','3','F','28007','M348934600','28007','es_transportation',1.77,0
83,'C1234264195','5','F','28007','M348934600','28007','es_transportation',1.87,0
118,'C1943108967','6','F','28007','M151143676','28007','es_barsandrestaurants',47.44,0
148,'C1892148523','2','F','28007','M1823072687','28007','es_transportation',52.38,0
161,'C1375316332','1','F','28007','M1823072687','28007','es_transportation',40.27,0
48,'C467035555','2','F','28007','M1823072687','28007','es_transportation',34.55,0
84,'C17589297','4','F','28007','M85975013','28007','es_food',17.74,0
38,'C2030175121','1','F','28007','M1823072687','28007','es_transportation',15.33,0
33,'C334073161','3','F','28007','M1823072687','28007','es_transportation',13.0,0
29,'C978276840','2','F','28007','M1823072687','28007','es_transportation',3.44,0
