SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,effort,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.062104211,40,0,"(-0.001, 0.000309]",3939.0,2,0,0,0,0.0
0,1.278884462,32,2,"(0.000309, 0.00134]",7070.0,4,0,0,1,0.0
0,0.461538462,45,2,"(0.04, 12.67]",,6,0,0,0,0.0
0,0.0,29,0,"(-0.001, 0.000309]",2253.0,4,1,0,0,0.0
0,0.075825567,47,0,"(0.04, 12.67]",,9,0,0,0,2.0
0,0.091592673,38,0,"(0.00214, 0.00287]",15000.0,6,0,3,0,1.0
0,0.849229165,60,0,"(0.00649, 0.04]",5800.0,11,0,2,0,0.0
0,0.8338711879999999,51,0,"(12.67, 3296.64]",,7,0,2,0,0.0
1,0.231949621,58,1,"(0.00649, 0.04]",11800.0,20,0,3,0,1.0
0,0.017607153,54,0,"(0.00214, 0.00287]",16000.0,15,0,2,0,2.0
0,0.161098326,61,1,"(0.04, 12.67]",500.0,5,0,2,0,0.0
0,0.267187419,26,1,"(0.00287, 0.00367]",3500.0,13,0,0,0,1.0
1,1.088904445,40,1,"(0.00367, 0.00468]",3500.0,5,1,0,2,4.0
0,0.397989924,50,1,"(0.00468, 0.00649]",5100.0,11,0,3,0,2.0
0,0.117909571,56,0,"(12.67, 3296.64]",,6,0,1,0,0.0
0,0.179850185,38,0,"(0.000309, 0.00134]",5500.0,9,0,0,0,0.0
0,0.374973558,56,0,"(0.00287, 0.00367]",8500.0,12,0,1,0,0.0
1,0.515930407,53,0,"(0.00649, 0.04]",5000.0,14,0,3,0,1.0
0,0.023151047,63,0,"(-0.001, 0.000309]",2500.0,5,0,0,0,0.0
0,0.018478353,82,0,"(-0.001, 0.000309]",10000.0,3,0,0,0,0.0
0,0.089999058,54,0,"(0.00367, 0.00468]",14467.0,22,0,3,0,1.0
0,0.096250913,39,0,"(0.00468, 0.00649]",9500.0,6,0,2,0,1.0
0,0.007919366,80,0,"(-0.001, 0.000309]",2332.0,9,0,0,0,0.0
0,0.9999999,49,0,"(-0.001, 0.000309]",8620.0,1,0,1,0,2.0
0,0.65049998,54,0,"(0.00214, 0.00287]",3416.0,8,0,0,0,0.0
0,0.131676489,52,0,"(0.00287, 0.00367]",10700.0,14,0,2,0,1.0
0,0.134840493,67,0,"(0.00367, 0.00468]",21100.0,13,0,3,0,1.0
0,0.280518292,31,0,"(0.00214, 0.00287]",2000.0,6,0,0,0,0.0
0,0.953488372,63,0,"(0.00287, 0.00367]",9033.0,8,0,2,0,2.0
0,0.198968729,59,0,"(0.00468, 0.00649]",9600.0,16,0,2,0,2.0
0,0.272639566,52,0,"(12.67, 3296.64]",,12,0,1,0,0.0
0,0.0,56,0,"(0.00134, 0.00214]",6504.0,10,0,2,0,0.0
0,0.077131053,59,0,"(0.00134, 0.00214]",3533.0,13,0,1,0,1.0
0,0.3862190170000001,46,0,"(0.00649, 0.04]",3135.0,15,0,2,0,2.0
0,0.0,55,0,"(0.00367, 0.00468]",5227.0,7,0,2,0,1.0
0,0.046065131,45,0,"(12.67, 3296.64]",,11,0,1,0,0.0
0,0.06472855,87,0,"(-0.001, 0.000309]",3000.0,2,0,0,0,0.0
0,0.9999999,56,0,"(-0.001, 0.000309]",10517.0,1,0,0,0,0.0
0,0.77997356,38,0,"(0.00287, 0.00367]",9000.0,6,0,1,0,3.0
0,0.012680311,63,0,"(-0.001, 0.000309]",5694.0,4,0,0,0,0.0
0,0.08180257,59,0,"(-0.001, 0.000309]",6000.0,12,0,0,0,0.0
0,0.367420206,51,0,"(12.67, 3296.64]",,9,0,1,0,5.0
0,0.020953799,61,0,"(0.00367, 0.00468]",7803.0,9,0,1,0,1.0
0,0.323411821,57,2,"(0.00468, 0.00649]",14166.0,18,0,1,0,3.0
0,0.14736866199999998,78,0,"(0.000309, 0.00134]",3000.0,11,0,0,0,0.0
0,1.011094718,44,1,"(0.00287, 0.00367]",10166.0,7,0,1,1,2.0
0,0.028855769,83,0,"(0.04, 12.67]",,2,0,0,0,1.0
0,0.9999999,31,0,"(0.00367, 0.00468]",10000.0,6,0,3,0,1.0
0,0.112550539,72,0,"(0.00468, 0.00649]",4982.0,14,0,2,0,1.0
0,0.051705741,53,0,"(0.04, 12.67]",,4,0,0,0,0.0
0,0.9999999,29,0,"(0.04, 12.67]",,2,0,1,0,0.0
0,0.652902749,42,0,"(0.00367, 0.00468]",7800.0,12,0,3,0,5.0
0,0.014306857,31,0,"(0.00468, 0.00649]",3750.0,6,0,2,0,1.0
0,0.072623934,38,0,"(12.67, 3296.64]",,4,0,1,0,0.0
0,0.9999999,41,0,"(0.04, 12.67]",,1,0,0,0,
0,0.9999999,60,0,"(0.00134, 0.00214]",13000.0,4,0,1,0,1.0
0,0.0,46,0,"(0.000309, 0.00134]",500.0,5,0,0,0,0.0
0,0.035363458,71,1,"(0.000309, 0.00134]",5000.0,6,0,1,0,0.0
0,0.007527808,64,0,"(0.00214, 0.00287]",6916.0,8,0,2,0,0.0
0,0.0,59,0,"(0.00287, 0.00367]",11833.0,8,0,1,0,0.0
0,0.028938608,36,0,"(0.00287, 0.00367]",8583.0,9,0,1,0,1.0
0,0.9999999,69,2,"(0.00468, 0.00649]",3402.0,4,0,1,2,0.0
0,0.07274090700000001,28,0,"(0.000309, 0.00134]",3000.0,2,0,0,0,0.0
0,0.068132629,45,0,"(12.67, 3296.64]",,7,0,2,0,0.0
0,0.011678285,45,0,"(0.00214, 0.00287]",9000.0,22,0,1,0,2.0
0,0.008964755,64,1,"(0.04, 12.67]",,9,0,1,0,2.0
0,0.024066108,47,0,"(0.000309, 0.00134]",10100.0,13,0,3,0,3.0
0,0.029354501,61,0,"(0.04, 12.67]",,7,0,0,0,0.0
0,0.030356059,39,0,"(0.000309, 0.00134]",20667.0,5,0,2,0,2.0
0,0.010873244,71,0,"(-0.001, 0.000309]",5000.0,13,0,0,0,0.0
0,0.136865005,70,0,"(0.000309, 0.00134]",2456.0,2,0,0,0,0.0
0,0.027767311,67,0,"(0.000309, 0.00134]",5689.0,10,0,0,0,0.0
0,0.9999999,44,0,"(-0.001, 0.000309]",,0,0,0,0,0.0
0,0.004422883,94,0,"(0.04, 12.67]",,6,0,0,0,0.0
0,0.027176919,65,0,"(0.00134, 0.00214]",11000.0,6,0,1,0,0.0
0,0.9999999,47,0,"(0.00367, 0.00468]",2000.0,2,0,1,0,2.0
0,0.616349735,68,0,"(0.000309, 0.00134]",2440.0,1,0,0,0,0.0
0,0.496422675,45,0,"(0.00468, 0.00649]",3583.0,9,0,1,0,0.0
0,0.040138674,48,0,"(12.67, 3296.64]",,17,0,2,0,0.0
0,0.02699775,50,0,"(12.67, 3296.64]",,5,0,1,0,2.0
0,0.297710735,63,0,"(0.00214, 0.00287]",2500.0,9,0,0,0,0.0
0,0.183491786,63,0,"(0.00649, 0.04]",3362.0,18,0,1,0,0.0
0,0.013260424,24,0,"(-0.001, 0.000309]",2557.0,6,0,0,0,0.0
0,0.457154285,76,0,"(0.00287, 0.00367]",4080.0,4,0,2,0,0.0
0,0.198299483,52,0,"(0.00468, 0.00649]",4166.0,12,0,1,0,0.0
0,0.147389065,65,0,"(12.67, 3296.64]",,12,0,2,0,
0,0.017377173,46,0,"(0.00287, 0.00367]",11869.0,20,0,2,0,4.0
0,0.087515107,42,0,"(12.67, 3296.64]",,10,0,1,0,0.0
0,0.227372063,61,0,"(0.00214, 0.00287]",12400.0,8,0,1,0,4.0
1,0.309016012,35,2,"(0.00468, 0.00649]",3183.0,10,0,1,0,2.0
0,0.865115434,47,2,"(0.00468, 0.00649]",6400.0,3,0,2,0,0.0
0,0.670534986,49,0,"(0.00367, 0.00468]",3749.0,13,0,1,0,3.0
0,0.021126532000000003,48,0,"(0.000309, 0.00134]",10000.0,5,0,0,0,3.0
0,0.044090432,39,1,"(-0.001, 0.000309]",4500.0,26,0,0,0,1.0
0,0.019115877,69,0,"(0.00367, 0.00468]",6019.0,14,0,1,0,0.0
0,0.331606019,38,0,"(0.00287, 0.00367]",7400.0,14,0,1,0,1.0
0,0.0,24,0,"(-0.001, 0.000309]",2865.0,7,0,0,0,0.0
0,0.924597106,34,1,"(0.00214, 0.00287]",2200.0,4,0,0,1,0.0
0,1.006076456,36,0,"(0.00468, 0.00649]",2500.0,6,0,1,0,2.0
0,0.11617067,33,1,"(0.00134, 0.00214]",2900.0,9,0,0,0,1.0
0,0.75444911,29,2,"(0.00649, 0.04]",1500.0,8,1,0,0,0.0
0,0.329595209,61,0,"(0.00134, 0.00214]",15583.0,12,0,2,0,0.0
0,0.25591415300000003,64,0,"(0.00214, 0.00287]",1000.0,4,0,1,0,0.0
0,0.790867346,71,0,"(0.00468, 0.00649]",5353.0,6,0,2,0,1.0
1,0.319440025,46,3,"(0.00287, 0.00367]",4200.0,15,0,0,0,1.0
0,0.073574093,52,0,"(0.00287, 0.00367]",9700.0,6,0,3,0,1.0
0,0.067450815,54,0,"(0.04, 12.67]",,4,0,1,0,0.0
0,0.908497741,57,0,"(0.00367, 0.00468]",7500.0,10,0,2,0,1.0
1,0.0,49,3,"(0.00287, 0.00367]",3050.0,5,0,0,0,1.0
0,0.303867403,58,0,"(0.00287, 0.00367]",5259.0,5,1,1,0,1.0
0,0.030318669,77,0,"(0.00367, 0.00468]",3608.0,7,0,2,0,0.0
1,0.385857033,58,0,"(0.04, 12.67]",,5,0,0,1,0.0
0,0.9999999,36,0,"(0.04, 12.67]",,2,2,0,0,2.0
0,0.9999999,46,0,"(-0.001, 0.000309]",,0,0,0,0,1.0
0,0.204862237,49,0,"(0.00214, 0.00287]",8750.0,7,0,2,0,0.0
0,0.1591817,67,1,"(0.00214, 0.00287]",5000.0,8,0,1,0,0.0
1,0.9999999,23,0,"(-0.001, 0.000309]",3400.0,0,2,0,0,1.0
0,0.014607346,58,0,"(0.000309, 0.00134]",7350.0,11,0,1,0,3.0
0,0.217594135,75,0,"(0.04, 12.67]",,5,0,0,0,0.0
0,0.015153433,55,0,"(-0.001, 0.000309]",2000.0,5,0,0,0,0.0
0,0.0,75,0,"(0.000309, 0.00134]",16000.0,11,0,0,0,0.0
0,0.041918323,85,0,"(0.00367, 0.00468]",3200.0,3,0,1,0,0.0
0,0.15088123,42,0,"(-0.001, 0.000309]",6000.0,3,0,0,0,3.0
0,0.0,50,0,"(0.00134, 0.00214]",5000.0,15,0,1,0,0.0
0,0.977563712,41,0,"(0.00468, 0.00649]",6000.0,6,0,1,0,0.0
0,0.200078643,71,0,"(0.00649, 0.04]",3751.0,21,0,2,0,0.0
0,0.001635323,80,0,"(0.000309, 0.00134]",2900.0,6,0,0,0,0.0
0,0.029941166,64,0,"(0.000309, 0.00134]",6005.0,6,0,1,0,1.0
0,0.100312241,41,0,"(0.04, 12.67]",834.0,6,0,2,0,0.0
0,0.364659539,34,0,"(0.00214, 0.00287]",3000.0,9,0,0,0,0.0
0,0.911328576,36,0,"(0.00649, 0.04]",2147.0,6,0,1,0,1.0
0,0.7895432109999999,63,0,"(0.00468, 0.00649]",4867.0,7,0,2,0,0.0
0,0.413143937,50,0,"(0.00287, 0.00367]",10430.0,10,0,1,0,3.0
0,0.10142604,53,2,"(0.00367, 0.00468]",4500.0,9,2,1,1,0.0
0,0.013155287,62,0,"(0.00287, 0.00367]",8108.0,7,0,1,0,0.0
0,1.002158799,42,0,"(0.00214, 0.00287]",5471.0,10,0,0,0,0.0
0,0.33937110600000003,55,0,"(0.00287, 0.00367]",3200.0,10,0,0,0,2.0
0,0.097451274,59,0,"(0.00468, 0.00649]",1398.0,4,0,1,0,0.0
0,0.032509988,39,0,"(0.00367, 0.00468]",7460.0,24,0,2,0,1.0
0,0.570229656,74,0,"(0.00649, 0.04]",3000.0,11,0,0,0,0.0
0,0.029842974,58,0,"(0.00287, 0.00367]",9166.0,24,0,1,0,2.0
0,0.225645562,47,0,"(0.00214, 0.00287]",8790.0,6,0,1,0,0.0
0,1.020805188,30,2,"(0.00649, 0.04]",1600.0,8,0,1,0,0.0
0,0.6972790759999999,48,0,"(0.00649, 0.04]",16900.0,17,0,4,0,3.0
0,0.027754293,91,0,"(-0.001, 0.000309]",4500.0,8,0,0,0,0.0
0,0.013894299,34,0,"(0.000309, 0.00134]",8000.0,5,0,0,0,0.0
0,0.50338063,56,0,"(0.04, 12.67]",,6,0,0,0,0.0
0,0.841123973,63,0,"(12.67, 3296.64]",,14,0,3,0,1.0
0,0.9999999,34,1,"(-0.001, 0.000309]",4250.0,5,1,0,0,0.0
0,0.358579174,63,0,"(0.04, 12.67]",,6,0,0,0,0.0
1,0.165743984,38,0,"(0.00468, 0.00649]",5154.0,4,0,2,0,2.0
0,2340.0,45,0,"(0.00287, 0.00367]",8333.0,7,0,2,0,2.0
0,0.9999999,50,0,"(0.00134, 0.00214]",3400.0,2,0,0,0,3.0
0,0.004411635,71,0,"(0.04, 12.67]",,4,0,1,0,0.0
0,0.036222418,56,0,"(0.000309, 0.00134]",5600.0,4,0,0,0,1.0
0,0.0,51,0,"(-0.001, 0.000309]",,4,0,0,0,5.0
0,0.766187891,56,0,"(0.00468, 0.00649]",6200.0,17,0,1,0,1.0
0,0.019491067,61,2,"(0.00468, 0.00649]",1700.0,7,0,1,0,0.0
0,0.0,62,0,"(0.00367, 0.00468]",6900.0,8,0,2,0,1.0
0,0.309372477,33,0,"(0.00367, 0.00468]",4166.0,16,0,0,0,1.0
0,0.75847465,57,1,"(0.00649, 0.04]",5783.0,18,0,2,0,1.0
0,0.299343045,46,0,"(12.67, 3296.64]",,3,0,1,0,1.0
0,0.05941175200000001,38,0,"(0.00649, 0.04]",1900.0,11,0,1,0,0.0
0,0.0,78,0,"(0.00367, 0.00468]",8974.0,20,0,3,0,0.0
0,0.118967488,51,0,"(0.00468, 0.00649]",4267.0,13,0,1,0,1.0
0,0.583437355,60,0,"(0.00649, 0.04]",4028.0,16,0,1,0,0.0
0,0.121239354,62,0,"(0.00468, 0.00649]",7900.0,21,0,1,0,4.0
1,1.224775225,37,4,"(12.67, 3296.64]",,9,2,1,3,0.0
0,0.007135384,50,0,"(0.000309, 0.00134]",9238.0,9,0,1,0,3.0
0,0.036049099,56,0,"(0.000309, 0.00134]",6166.0,8,0,0,0,0.0
0,0.0,43,0,"(0.00367, 0.00468]",2000.0,7,0,1,0,0.0
0,0.016974314,77,0,"(0.04, 12.67]",,5,0,0,0,0.0
0,0.468206417,69,1,"(0.00214, 0.00287]",12332.0,15,0,1,0,0.0
1,0.047660629,41,0,"(0.00214, 0.00287]",6400.0,11,0,1,0,2.0
0,0.775850332,39,0,"(0.00367, 0.00468]",3650.0,9,0,0,0,1.0
0,0.163050451,45,0,"(0.00468, 0.00649]",4900.0,7,0,3,0,0.0
0,0.0,64,0,"(0.00214, 0.00287]",13500.0,6,0,3,0,1.0
0,0.0,45,0,"(12.67, 3296.64]",,12,0,1,0,0.0
0,0.002769146,54,0,"(0.04, 12.67]",,5,0,1,0,0.0
0,0.6865733829999999,48,1,"(0.000309, 0.00134]",5800.0,7,0,1,0,2.0
0,0.020142647,64,0,"(0.04, 12.67]",,4,0,0,0,0.0
0,0.022602826,65,0,"(0.00134, 0.00214]",6666.0,9,0,2,0,0.0
0,0.089577756,63,0,"(0.000309, 0.00134]",10500.0,6,0,1,0,0.0
0,0.060880889,31,0,"(0.00287, 0.00367]",8666.0,7,0,1,0,1.0
1,0.9999999,36,0,"(-0.001, 0.000309]",1600.0,0,1,0,0,1.0
0,0.058178383,71,0,"(0.00134, 0.00214]",3000.0,13,0,0,1,0.0
0,0.017448035,63,0,"(-0.001, 0.000309]",14500.0,4,0,0,0,1.0
0,0.0,77,1,"(0.00468, 0.00649]",4158.0,3,0,1,0,2.0
0,0.278832052,56,0,"(0.000309, 0.00134]",4908.0,3,0,0,0,0.0
0,0.3961341920000001,59,4,"(0.00214, 0.00287]",2002.0,7,0,1,0,1.0
0,0.010721339,65,0,"(0.04, 12.67]",,7,0,0,0,
0,0.007803769,48,0,"(0.00214, 0.00287]",13000.0,8,0,1,0,1.0
0,0.014305106,77,0,"(0.04, 12.67]",,13,0,0,0,0.0
0,0.016952178999999998,47,0,"(0.00367, 0.00468]",4583.0,9,0,1,0,0.0
0,0.171482782,44,0,"(0.00287, 0.00367]",9000.0,12,0,1,0,0.0
1,1.050437934,45,3,"(0.00649, 0.04]",4500.0,6,0,1,4,2.0
0,0.07167187900000001,50,0,"(0.00367, 0.00468]",12700.0,10,0,3,0,4.0
0,0.194812295,29,0,"(0.00134, 0.00214]",2708.0,5,0,0,0,0.0
0,0.047973224,31,0,"(0.00468, 0.00649]",3600.0,8,0,1,0,0.0
0,0.015126958,29,0,"(-0.001, 0.000309]",3600.0,2,0,0,0,0.0
1,0.9999999,34,1,"(12.67, 3296.64]",,2,3,0,1,0.0
0,0.08966239699999999,54,1,"(0.00649, 0.04]",2072.0,10,0,1,0,1.0
0,0.593084763,54,0,"(0.00287, 0.00367]",3950.0,5,0,0,0,0.0
0,0.05817233700000001,57,0,"(0.00134, 0.00214]",16000.0,15,0,1,0,0.0
0,0.363388093,58,0,"(0.00468, 0.00649]",5833.0,12,0,1,0,1.0
0,0.034074574,65,0,"(0.00134, 0.00214]",10322.0,11,0,1,0,0.0
0,0.002360617,67,0,"(0.00287, 0.00367]",1100.0,11,0,0,0,0.0
0,0.3857566770000001,58,0,"(-0.001, 0.000309]",4833.0,3,0,0,0,1.0
0,0.015666449,56,0,"(0.000309, 0.00134]",7916.0,11,0,0,0,0.0
0,0.223976424,64,0,"(0.00367, 0.00468]",8001.0,6,0,2,0,0.0
0,0.968649207,49,1,"(0.000309, 0.00134]",12000.0,4,0,0,0,4.0
0,0.001374983,68,0,"(0.04, 12.67]",,14,0,1,0,0.0
1,0.9999999,67,3,"(0.04, 12.67]",590.0,4,7,1,1,0.0
0,0.9999999,49,1,"(0.00649, 0.04]",857.0,3,2,2,1,0.0
0,0.546290742,26,0,"(-0.001, 0.000309]",5300.0,4,0,0,0,0.0
1,0.093214399,47,0,"(0.00287, 0.00367]",11300.0,14,0,3,0,3.0
0,0.032814987000000004,43,0,"(12.67, 3296.64]",,6,0,1,0,2.0
0,0.0,83,0,"(-0.001, 0.000309]",5200.0,1,0,0,0,0.0
0,0.346517302,31,0,"(12.67, 3296.64]",,11,0,1,0,0.0
0,0.171437173,53,0,"(0.00649, 0.04]",5840.0,9,0,3,0,0.0
0,0.385129028,40,0,"(0.00649, 0.04]",2687.0,9,0,2,0,1.0
0,0.018879245,81,0,"(-0.001, 0.000309]",7500.0,5,0,0,0,0.0
0,0.014802213,70,0,"(-0.001, 0.000309]",10227.0,4,0,0,0,0.0
0,0.18668761600000006,42,0,"(12.67, 3296.64]",,5,0,1,0,0.0
0,0.138022616,53,0,"(0.00287, 0.00367]",9000.0,12,0,2,0,4.0
0,1.012931609,61,0,"(0.000309, 0.00134]",8000.0,2,1,0,0,1.0
0,0.247104018,46,0,"(0.000309, 0.00134]",12000.0,5,0,0,0,5.0
0,0.059407888,71,0,"(0.000309, 0.00134]",10173.0,6,0,0,0,0.0
0,0.126024619,38,0,"(0.00649, 0.04]",3062.0,14,0,2,0,0.0
0,0.008798109,44,0,"(0.04, 12.67]",,5,0,0,0,3.0
0,0.012704469,45,0,"(0.00367, 0.00468]",6000.0,9,0,1,0,0.0
0,0.080783893,68,0,"(12.67, 3296.64]",,9,0,1,0,0.0
0,0.194292747,69,0,"(0.000309, 0.00134]",4300.0,5,0,0,0,0.0
0,0.299605833,35,0,"(12.67, 3296.64]",,10,0,2,0,1.0
0,0.9999999,47,0,"(0.00134, 0.00214]",3300.0,3,0,0,0,0.0
0,0.133277356,51,0,"(0.00287, 0.00367]",7917.0,11,0,3,0,3.0
0,0.17044169,38,0,"(0.00134, 0.00214]",6000.0,23,0,0,0,1.0
0,0.190095435,38,2,"(0.000309, 0.00134]",9550.0,10,0,0,0,0.0
0,0.009307225,73,0,"(-0.001, 0.000309]",2500.0,6,0,0,0,0.0
0,0.197511269,48,0,"(0.00134, 0.00214]",4500.0,5,0,0,0,2.0
0,0.269180603,62,0,"(0.04, 12.67]",,5,0,1,0,0.0
0,0.170616913,41,0,"(0.000309, 0.00134]",3276.0,10,1,0,0,0.0
0,0.9999999,56,0,"(0.00134, 0.00214]",4700.0,3,0,0,0,4.0
0,1.864745011,32,1,"(0.04, 12.67]",,1,0,0,0,0.0
0,0.010468047,45,0,"(0.00134, 0.00214]",12500.0,15,0,1,0,3.0
0,0.096996536,61,0,"(0.00134, 0.00214]",15015.0,11,0,1,0,0.0
0,0.201545413,42,0,"(0.00649, 0.04]",6000.0,12,0,2,0,0.0
0,0.007277048,62,0,"(0.04, 12.67]",,6,0,1,0,0.0
0,0.166757934,52,0,"(0.00468, 0.00649]",8301.0,8,0,2,0,0.0
0,0.001508913,52,0,"(12.67, 3296.64]",,7,0,2,0,0.0
1,0.993742348,48,0,"(0.00367, 0.00468]",4500.0,9,2,0,0,1.0
0,0.230830767,58,0,"(0.00214, 0.00287]",13084.0,5,0,1,0,2.0
0,0.409240865,49,0,"(12.67, 3296.64]",0.0,10,0,1,0,0.0
0,0.327458517,33,0,"(0.00649, 0.04]",4110.0,6,0,1,0,3.0
0,0.150805704,60,0,"(12.67, 3296.64]",,15,0,2,0,0.0
0,0.022292806,53,0,"(0.00649, 0.04]",4500.0,5,0,3,0,0.0
0,0.120848491,45,0,"(0.00367, 0.00468]",8125.0,12,0,2,0,2.0
0,0.172429213,58,0,"(0.00649, 0.04]",2000.0,35,0,3,0,0.0
0,0.333101553,41,0,"(0.00649, 0.04]",2070.0,5,0,1,0,1.0
0,0.111725885,46,0,"(0.00214, 0.00287]",5500.0,3,0,0,0,3.0
0,0.040783687,27,1,"(-0.001, 0.000309]",3400.0,2,1,0,0,0.0
0,0.082897928,53,0,"(0.04, 12.67]",,4,0,1,0,0.0
0,0.012878398,67,0,"(12.67, 3296.64]",,6,0,3,0,0.0
0,0.115242797,69,0,"(0.00134, 0.00214]",6500.0,6,0,1,0,0.0
0,0.885582503,35,3,"(0.00468, 0.00649]",3818.0,6,1,0,0,2.0
0,0.374889862,52,1,"(0.00468, 0.00649]",9030.0,16,0,1,0,1.0
0,0.110274189,61,0,"(0.000309, 0.00134]",14750.0,10,0,1,0,0.0
0,0.139096165,44,0,"(0.00468, 0.00649]",4000.0,12,0,1,0,1.0
0,0.41331057,50,0,"(0.00367, 0.00468]",9083.0,11,0,0,0,1.0
0,0.236718216,82,0,"(0.00468, 0.00649]",7256.0,25,0,1,0,0.0
0,0.6974735670000001,58,0,"(0.00468, 0.00649]",6000.0,19,0,3,0,0.0
0,0.026966367,37,0,"(0.000309, 0.00134]",5500.0,9,0,0,0,1.0
1,0.9999999,44,0,"(0.00214, 0.00287]",5000.0,8,7,0,0,4.0
0,0.00088368,63,0,"(-0.001, 0.000309]",,4,0,0,0,0.0
0,0.06689832799999999,51,0,"(12.67, 3296.64]",,5,0,1,0,0.0
0,0.112228692,27,0,"(0.000309, 0.00134]",6000.0,3,0,0,0,1.0
0,0.26301097,59,1,"(0.00649, 0.04]",3333.0,12,0,1,0,1.0
0,0.782302851,26,0,"(0.000309, 0.00134]",2429.0,4,0,0,0,1.0
0,0.128973745,62,0,"(0.00214, 0.00287]",5100.0,8,0,1,0,1.0
0,0.019849775,38,1,"(0.00134, 0.00214]",10000.0,11,0,1,0,2.0
0,0.271357621,55,0,"(0.00134, 0.00214]",13016.0,8,0,2,0,0.0
0,0.0,62,0,"(12.67, 3296.64]",,15,0,1,0,
0,0.02609913,47,0,"(0.00214, 0.00287]",18000.0,9,0,1,0,3.0
0,0.9999999,48,0,"(0.00134, 0.00214]",2840.0,3,0,0,0,1.0
0,0.144125959,39,0,"(0.00367, 0.00468]",7500.0,12,0,1,0,2.0
0,0.013597281,66,1,"(0.00649, 0.04]",,4,0,0,0,0.0
0,0.43566568,32,1,"(0.00468, 0.00649]",4062.0,10,0,1,0,1.0
0,0.219995056,53,0,"(0.00214, 0.00287]",8333.0,6,0,1,0,2.0
0,0.143802676,62,0,"(0.04, 12.67]",,2,0,0,0,0.0
0,0.066168159,32,0,"(0.00649, 0.04]",1312.0,6,0,0,0,2.0
0,0.870162297,32,2,"(0.00649, 0.04]",2540.0,10,1,1,0,1.0
0,0.0,42,0,"(0.00214, 0.00287]",5000.0,3,0,1,0,1.0
0,1.012265031,46,2,"(0.000309, 0.00134]",3328.0,3,0,0,0,0.0
0,0.016217534,32,0,"(0.00649, 0.04]",1792.0,7,0,1,0,0.0
0,0.7488807540000001,33,0,"(0.00367, 0.00468]",5900.0,11,0,1,0,0.0
0,0.02199917,63,0,"(0.00649, 0.04]",7200.0,23,0,9,0,0.0
0,0.00795256,75,2,"(0.00287, 0.00367]",9125.0,12,0,2,0,0.0
0,0.0007495889999999999,54,0,"(0.00468, 0.00649]",4000.0,17,0,2,0,0.0
0,0.054382062,83,0,"(0.04, 12.67]",,7,0,0,0,0.0
0,0.376335159,58,0,"(0.00367, 0.00468]",11050.0,25,0,0,0,0.0
0,0.026130036,55,0,"(0.00214, 0.00287]",15950.0,18,0,2,0,0.0
0,0.227245405,46,0,"(0.00367, 0.00468]",5541.0,12,0,1,0,2.0
0,0.116044198,58,0,"(0.00214, 0.00287]",7483.0,6,0,1,0,3.0
0,0.512110573,44,3,"(0.00367, 0.00468]",10650.0,7,0,2,0,0.0
0,0.916764503,40,0,"(0.00468, 0.00649]",11455.0,16,0,5,0,2.0
0,0.196864052,55,0,"(0.00134, 0.00214]",17834.0,8,0,2,0,2.0
0,0.00014285399999999998,72,0,"(0.00468, 0.00649]",15000.0,14,1,4,0,0.0
0,0.807596202,24,0,"(0.000309, 0.00134]",400.0,2,0,0,0,0.0
0,0.311684845,53,0,"(0.00468, 0.00649]",8750.0,11,0,2,0,2.0
0,0.0,59,0,"(12.67, 3296.64]",,11,0,3,0,0.0
0,0.002656575,78,0,"(-0.001, 0.000309]",10500.0,17,0,0,0,0.0
0,0.983825908,39,2,"(0.000309, 0.00134]",4800.0,2,0,0,0,1.0
0,1.6721504109999998,60,4,"(0.04, 12.67]",,3,0,0,0,0.0
0,0.397521359,45,0,"(0.00287, 0.00367]",4716.0,11,0,0,1,4.0
0,0.0,56,1,"(0.00134, 0.00214]",3500.0,6,0,1,0,0.0
0,0.141217111,43,0,"(0.00367, 0.00468]",8500.0,10,0,2,0,0.0
0,0.292728032,46,0,"(12.67, 3296.64]",,13,0,2,0,0.0
0,0.136766601,54,1,"(0.00649, 0.04]",6765.0,11,0,2,0,2.0
0,0.304961504,66,0,"(0.00649, 0.04]",8800.0,35,0,2,0,3.0
0,0.002896096,83,0,"(0.00367, 0.00468]",3136.0,6,0,1,0,1.0
0,0.471444302,48,0,"(0.000309, 0.00134]",8416.0,2,0,0,0,0.0
0,0.861683152,56,1,"(0.00367, 0.00468]",6667.0,5,0,1,0,1.0
0,0.060789134,44,0,"(0.04, 12.67]",,6,0,1,0,0.0
0,0.555584736,54,0,"(0.00214, 0.00287]",9083.0,8,0,2,0,0.0
0,0.0030103290000000004,54,0,"(12.67, 3296.64]",,23,0,2,0,0.0
0,0.053828684,47,0,"(0.00649, 0.04]",5481.0,8,0,2,0,1.0
0,0.34977720100000004,48,0,"(0.00214, 0.00287]",9333.0,10,0,2,0,2.0
0,0.059286075,37,0,"(0.00214, 0.00287]",8000.0,10,0,1,0,2.0
0,0.9999999,76,0,"(0.00649, 0.04]",,0,0,0,0,0.0
0,0.998766708,51,0,"(0.00468, 0.00649]",6515.0,5,0,1,0,3.0
