	seqId	date	category	value
14078	374	1993-10-25	3.0	0.63
14080	374	1993-10-31	3.0	0.00146
14081	374	1993-11-05	1.0	2.3041
14082	374	1993-11-05	3.0	1.14
14083	374	1993-11-23	3.0	0.87
14085	374	1993-11-30	3.0	1.0831
14086	374	1993-11-30	3.0	0.00146
14087	374	1993-12-05	1.0	3.4562
14088	374	1993-12-05	3.0	1.16
14089	374	1993-12-11	3.0	0.9267
14090	374	1993-12-30	3.0	0.84
14092	374	1993-12-31	3.0	0.00146
14411	1730	1993-01-09	2.0	0.09
14412	1730	1993-02-06	1.0	0.6689
14413	1730	1993-03-06	1.0	0.6689
14414	1730	1993-04-06	1.0	0.6689
14415	1730	1993-04-09	3.0	0.04
14417	1730	1993-05-06	1.0	0.6689
14418	1730	1993-05-09	3.0	0.02
14420	1730	1993-06-06	1.0	0.6689
14421	1730	1993-06-08	3.0	0.71
14422	1730	1993-06-11	0.0	0.1978
14423	1730	1993-06-17	3.0	0.65
14425	1730	1993-06-30	3.0	0.00146
14426	1730	1993-07-06	1.0	0.6689
14427	1730	1993-07-11	0.0	0.1978
14429	1730	1993-07-31	3.0	0.00146
14430	1730	1993-08-06	1.0	0.6689
14431	1730	1993-08-07	3.0	0.38
14432	1730	1993-08-11	0.0	0.1978
14434	1730	1993-08-31	3.0	0.00146
14435	1730	1993-09-06	3.0	0.48
14436	1730	1993-09-06	1.0	0.6689
14437	1730	1993-09-11	0.0	0.1978
14438	1730	1993-09-19	3.0	0.128
14440	1730	1993-09-30	3.0	0.00146
14441	1730	1993-10-06	1.0	0.6689
14442	1730	1993-10-06	3.0	0.05
14443	1730	1993-10-11	0.0	0.1978
14445	1730	1993-10-31	3.0	0.00146
14446	1730	1993-11-05	3.0	0.09
14447	1730	1993-11-06	1.0	0.6689
14448	1730	1993-11-11	0.0	0.1978
14449	1730	1993-11-15	3.0	0.376
14451	1730	1993-11-30	3.0	0.00146
14452	1730	1993-12-05	3.0	0.35
14453	1730	1993-12-06	1.0	0.6689
14454	1730	1993-12-11	0.0	0.1978
14455	1730	1993-12-23	3.0	0.025
14457	1730	1993-12-31	3.0	0.00146
14783	2379	1993-01-10	2.0	0.08
14784	2379	1993-02-09	2.0	1.39
14785	2379	1993-02-10	2.0	0.5072
14787	2379	1993-03-10	2.0	0.5072
14788	2379	1993-03-11	3.0	0.26
14790	2379	1993-04-10	3.0	0.05
14791	2379	1993-04-10	2.0	0.5072
14793	2379	1993-05-10	2.0	0.5072
14794	2379	1993-05-10	3.0	0.5
14796	2379	1993-06-09	3.0	0.24
14797	2379	1993-06-10	2.0	0.7608
14798	2379	1993-06-12	0.0	0.0046
14799	2379	1993-06-30	3.0	0.00146
14801	2379	1993-07-08	0.0	0.0145
14802	2379	1993-07-09	0.0	0.319
14803	2379	1993-07-09	3.0	0.47
14804	2379	1993-07-10	2.0	0.5072
14805	2379	1993-07-12	0.0	0.0046
14806	2379	1993-07-31	3.0	0.00146
14808	2379	1993-08-08	3.0	0.16
14809	2379	1993-08-08	0.0	0.0145
14810	2379	1993-08-09	0.0	0.319
14811	2379	1993-08-10	2.0	0.5072
14812	2379	1993-08-12	0.0	0.0046
14813	2379	1993-08-29	3.0	0.504
14814	2379	1993-08-31	3.0	0.00146
14816	2379	1993-09-07	3.0	0.02
14817	2379	1993-09-08	0.0	0.0145
14818	2379	1993-09-09	0.0	0.319
14819	2379	1993-09-10	2.0	0.5072
14820	2379	1993-09-12	0.0	0.0046
14821	2379	1993-09-30	3.0	0.00146
14823	2379	1993-10-07	2.0	0.01
14824	2379	1993-10-08	0.0	0.0145
14825	2379	1993-10-09	0.0	0.319
14826	2379	1993-10-10	2.0	0.5072
14827	2379	1993-10-12	0.0	0.0046
14828	2379	1993-10-31	3.0	0.00146
14830	2379	1993-11-06	2.0	0.01
14831	2379	1993-11-08	0.0	0.0145
14832	2379	1993-11-09	0.0	0.319
14833	2379	1993-11-10	2.0	0.5072
14834	2379	1993-11-12	0.0	0.0046
14835	2379	1993-11-30	3.0	0.00146
14837	2379	1993-12-06	3.0	0.13
14838	2379	1993-12-08	0.0	0.0145
14839	2379	1993-12-09	0.0	0.319
14840	2379	1993-12-10	2.0	0.7608
14841	2379	1993-12-12	0.0	0.0046
14842	2379	1993-12-13	3.0	0.084
14843	2379	1993-12-16	3.0	0.416
14844	2379	1993-12-31	3.0	0.00146
15268	2925	1993-01-10	2.0	0.1
15269	2925	1993-01-12	2.0	0.6446
15271	2925	1993-02-09	2.0	0.91
15272	2925	1993-02-12	2.0	0.6446
15274	2925	1993-03-11	3.0	0.19
15275	2925	1993-03-12	2.0	0.6446
15277	2925	1993-04-10	3.0	0.01
15278	2925	1993-04-12	2.0	0.6446
15280	2925	1993-05-10	3.0	0.75
15281	2925	1993-05-12	2.0	0.6446
15282	2925	1993-05-14	3.0	0.29
15283	2925	1993-05-14	0.0	0.4297
15284	2925	1993-05-31	3.0	0.00146
15286	2925	1993-06-12	2.0	0.9669
15287	2925	1993-06-14	0.0	0.4297
15288	2925	1993-06-30	3.0	0.00146
15290	2925	1993-07-09	3.0	0.58
15291	2925	1993-07-12	2.0	0.6446
15292	2925	1993-07-14	0.0	0.4297
15293	2925	1993-07-15	3.0	0.38
15294	2925	1993-07-22	3.0	0.44
15295	2925	1993-07-31	3.0	0.00146
15297	2925	1993-08-08	2.0	0.11
15298	2925	1993-08-12	2.0	0.6446
15299	2925	1993-08-14	0.0	0.4297
15300	2925	1993-08-31	3.0	0.00146
15302	2925	1993-09-07	2.0	0.3
15303	2925	1993-09-12	2.0	0.6446
15304	2925	1993-09-14	0.0	0.4297
15305	2925	1993-09-30	3.0	0.00146
15307	2925	1993-10-07	2.0	0.03
15308	2925	1993-10-12	2.0	0.6446
15309	2925	1993-10-14	0.0	0.4297
15310	2925	1993-10-31	3.0	0.00146
15312	2925	1993-11-06	3.0	0.2
15313	2925	1993-11-12	2.0	0.6446
15314	2925	1993-11-14	0.0	0.4297
15315	2925	1993-11-30	3.0	0.00146
15317	2925	1993-12-06	3.0	0.3
15318	2925	1993-12-11	3.0	0.23
15319	2925	1993-12-12	2.0	0.9669
15320	2925	1993-12-14	0.0	0.4297
15321	2925	1993-12-16	3.0	0.11
15322	2925	1993-12-26	3.0	0.22
15323	2925	1993-12-31	3.0	0.00146
15653	1628	1993-01-10	2.0	0.07
15654	1628	1993-01-12	1.0	0.4276
15656	1628	1993-02-12	1.0	0.4276
15658	1628	1993-03-12	1.0	0.4276
15660	1628	1993-04-12	1.0	0.4276
15662	1628	1993-05-12	1.0	0.4276
15664	1628	1993-05-31	3.0	0.00146
15665	1628	1993-06-06	0.0	0.285
15666	1628	1993-06-12	1.0	0.4276
15667	1628	1993-06-15	3.0	0.95
15669	1628	1993-06-30	3.0	0.00146
15670	1628	1993-07-06	0.0	0.285
15671	1628	1993-07-12	1.0	0.4276
15673	1628	1993-07-31	3.0	0.00146
15674	1628	1993-08-06	0.0	0.285
15675	1628	1993-08-12	1.0	0.4276
15677	1628	1993-08-31	3.0	0.00146
15678	1628	1993-09-06	0.0	0.285
15679	1628	1993-09-12	1.0	0.4276
15681	1628	1993-09-30	3.0	0.00146
15682	1628	1993-10-06	0.0	0.285
15683	1628	1993-10-12	1.0	0.4276
15685	1628	1993-10-31	3.0	0.00146
15686	1628	1993-11-06	0.0	0.285
15687	1628	1993-11-12	1.0	0.4276
15688	1628	1993-11-13	3.0	0.184
15690	1628	1993-11-30	3.0	0.00146
15691	1628	1993-12-06	0.0	0.285
15692	1628	1993-12-12	1.0	0.4276
15693	1628	1993-12-24	3.0	0.12
15695	1628	1993-12-31	3.0	0.00146
15985	866	1993-01-10	2.0	0.05
15986	866	1993-01-11	2.0	1.2644
15988	866	1993-02-09	2.0	0.54
15989	866	1993-02-11	2.0	1.2644
15991	866	1993-03-11	3.0	0.84
15992	866	1993-03-11	2.0	1.2644
15994	866	1993-04-10	3.0	0.48
15995	866	1993-04-11	2.0	1.2644
15997	866	1993-05-10	3.0	0.77
15998	866	1993-05-11	2.0	1.2644
16000	866	1993-05-31	3.0	0.00146
16001	866	1993-06-03	3.0	0.39
16002	866	1993-06-05	0.0	0.3844
16003	866	1993-06-08	0.0	0.0504
16004	866	1993-06-08	0.0	0.0465
16005	866	1993-06-09	3.0	0.9
16006	866	1993-06-10	0.0	0.0038
16007	866	1993-06-11	2.0	1.8966
16008	866	1993-06-19	3.0	2.32
16010	866	1993-06-30	3.0	0.00146
16011	866	1993-07-05	0.0	0.3844
16012	866	1993-07-08	0.0	0.0465
16013	866	1993-07-08	0.0	0.0504
16014	866	1993-07-09	3.0	0.04
16015	866	1993-07-10	0.0	0.0038
16016	866	1993-07-11	2.0	1.2644
16018	866	1993-07-31	3.0	0.00146
16019	866	1993-08-05	0.0	0.3844
16020	866	1993-08-08	0.0	0.0504
16021	866	1993-08-08	3.0	0.15
16022	866	1993-08-08	0.0	0.0465
16023	866	1993-08-10	0.0	0.0038
16024	866	1993-08-11	2.0	1.2644
16026	866	1993-08-31	3.0	0.00146
16027	866	1993-09-05	0.0	0.3844
16028	866	1993-09-07	3.0	0.4
16029	866	1993-09-08	0.0	0.0465
16030	866	1993-09-08	0.0	0.0504
16031	866	1993-09-10	0.0	0.0038
16032	866	1993-09-11	2.0	1.2644
16033	866	1993-09-26	3.0	0.21
16035	866	1993-09-30	3.0	0.00146
16036	866	1993-10-05	0.0	0.3844
16037	866	1993-10-07	3.0	0.78
16038	866	1993-10-08	0.0	0.0465
16039	866	1993-10-08	0.0	0.0504
16040	866	1993-10-10	0.0	0.0038
16041	866	1993-10-11	2.0	1.2644
16043	866	1993-10-31	3.0	0.00146
16044	866	1993-11-05	0.0	0.3844
16045	866	1993-11-06	3.0	0.87
16046	866	1993-11-08	0.0	0.0504
16047	866	1993-11-08	0.0	0.0465
16048	866	1993-11-10	0.0	0.0038
16049	866	1993-11-11	2.0	1.2644
16050	866	1993-11-13	3.0	0.33
16052	866	1993-11-30	3.0	0.00146
16053	866	1993-12-05	0.0	0.3844
16054	866	1993-12-06	3.0	0.41
16055	866	1993-12-07	3.0	0.28
16056	866	1993-12-08	0.0	0.0465
16057	866	1993-12-08	0.0	0.0504
16058	866	1993-12-10	0.0	0.0038
16059	866	1993-12-11	2.0	1.8966
16060	866	1993-12-16	3.0	0.44
16061	866	1993-12-21	3.0	0.13
16063	866	1993-12-31	3.0	0.00146
16613	1338	1993-01-11	2.0	0.04
16614	1338	1993-01-29	2.0	3.8
16616	1338	1993-02-10	3.0	0.52
16618	1338	1993-03-12	3.0	0.24
16620	1338	1993-04-03	2.0	2.6968
16621	1338	1993-04-10	3.0	2.87
16622	1338	1993-04-10	2.0	4.814
16623	1338	1993-04-11	3.0	2.63
16624	1338	1993-04-18	2.0	1.3327
16626	1338	1993-05-11	3.0	2.05
16627	1338	1993-05-30	2.0	0.7738
16629	1338	1993-05-31	3.0	0.00146
16630	1338	1993-06-06	3.0	3.21
16631	1338	1993-06-08	0.0	0.4545
16632	1338	1993-06-09	0.0	0.0897
16633	1338	1993-06-10	2.0	0.41
16634	1338	1993-06-12	0.0	0.0157
16635	1338	1993-06-19	2.0	0.8061
16637	1338	1993-06-30	3.0	0.00146
16638	1338	1993-07-08	0.0	0.4545
16639	1338	1993-07-09	0.0	0.0897
16640	1338	1993-07-10	2.0	0.14
16641	1338	1993-07-12	0.0	0.0157
16642	1338	1993-07-24	2.0	3.3733
16643	1338	1993-07-29	3.0	2.1783
16645	1338	1993-07-31	3.0	0.00146
16646	1338	1993-08-08	0.0	0.4545
16647	1338	1993-08-09	0.0	0.0897
16648	1338	1993-08-09	3.0	0.24
16649	1338	1993-08-12	0.0	0.0157
16651	1338	1993-08-31	3.0	0.00146
16652	1338	1993-09-05	3.0	0.45
16653	1338	1993-09-08	0.0	0.4545
16654	1338	1993-09-08	2.0	0.46
16655	1338	1993-09-09	0.0	0.0897
16656	1338	1993-09-12	0.0	0.0157
16658	1338	1993-09-30	3.0	0.00146
16659	1338	1993-10-08	2.0	0.66
16660	1338	1993-10-08	0.0	0.4545
16661	1338	1993-10-09	0.0	0.0897
16662	1338	1993-10-12	0.0	0.0157
16663	1338	1993-10-13	2.0	0.5834
16664	1338	1993-10-30	3.0	0.2747
16666	1338	1993-10-31	3.0	0.00146
16667	1338	1993-11-07	3.0	0.13
16668	1338	1993-11-08	0.0	0.4545
16669	1338	1993-11-09	0.0	0.0897
16670	1338	1993-11-12	0.0	0.0157
16671	1338	1993-11-17	2.0	4.0397
16672	1338	1993-11-18	3.0	1.26
16674	1338	1993-11-30	3.0	0.00146
16675	1338	1993-12-07	3.0	3.33
16676	1338	1993-12-07	2.0	4.2938
16677	1338	1993-12-08	0.0	0.4545
16678	1338	1993-12-09	0.0	0.0897
16679	1338	1993-12-11	2.0	2.7971
16680	1338	1993-12-12	0.0	0.0157
16681	1338	1993-12-14	3.0	1.1326
16682	1338	1993-12-18	3.0	0.72
16683	1338	1993-12-19	3.0	0.7664
16684	1338	1993-12-26	3.0	1.5001
16686	1338	1993-12-31	3.0	0.00146
17205	1979	1993-01-11	2.0	0.09
17206	1979	1993-02-09	1.0	0.3021
17207	1979	1993-03-09	1.0	0.3021
17208	1979	1993-04-09	1.0	0.3021
17209	1979	1993-05-09	1.0	0.3021
17210	1979	1993-06-09	1.0	0.3021
17211	1979	1993-06-30	3.0	0.00146
17213	1979	1993-07-08	0.0	0.2014
17214	1979	1993-07-09	1.0	0.3021
17215	1979	1993-07-27	3.0	0.066
17216	1979	1993-07-31	3.0	0.00146
17218	1979	1993-08-08	0.0	0.2014
17219	1979	1993-08-09	1.0	0.3021
17220	1979	1993-08-16	3.0	0.027
17221	1979	1993-08-23	3.0	0.057
17222	1979	1993-08-31	3.0	0.00146
17224	1979	1993-09-08	0.0	0.2014
17225	1979	1993-09-09	1.0	0.3021
17226	1979	1993-09-30	3.0	0.00146
17228	1979	1993-10-08	0.0	0.2014
17229	1979	1993-10-09	1.0	0.3021
17230	1979	1993-10-31	3.0	0.00146
17232	1979	1993-11-08	0.0	0.2014
17233	1979	1993-11-09	1.0	0.3021
17234	1979	1993-11-30	3.0	0.00146
17236	1979	1993-12-08	0.0	0.2014
17237	1979	1993-12-09	1.0	0.3021
17238	1979	1993-12-11	3.0	0.033
17239	1979	1993-12-30	3.0	0.117
17240	1979	1993-12-31	3.0	0.00146
17563	346	1993-01-11	2.0	0.08
17564	346	1993-02-05	2.0	1.9935
17565	346	1993-02-10	2.0	0.12
17567	346	1993-03-05	2.0	1.9935
17568	346	1993-03-12	3.0	0.79
17570	346	1993-04-05	2.0	1.9935
17571	346	1993-04-11	3.0	1.52
17573	346	1993-05-05	2.0	1.9935
17574	346	1993-05-11	3.0	1.86
17576	346	1993-06-05	2.0	2.99025
17577	346	1993-06-10	3.0	2.28
17578	346	1993-06-11	0.0	0.7875
17579	346	1993-06-25	3.0	2.144
17581	346	1993-06-30	3.0	0.00146
17582	346	1993-07-05	2.0	1.9935
17583	346	1993-07-10	3.0	0.84
17584	346	1993-07-11	0.0	0.7875
17585	346	1993-07-28	3.0	0.144
17587	346	1993-07-31	3.0	0.00146
17588	346	1993-08-05	2.0	1.9935
17589	346	1993-08-09	3.0	0.65
17590	346	1993-08-11	0.0	0.7875
17592	346	1993-08-31	3.0	0.00146
17593	346	1993-09-05	2.0	1.9935
17594	346	1993-09-08	3.0	1.13
17595	346	1993-09-11	0.0	0.7875
17597	346	1993-09-30	3.0	0.00146
17598	346	1993-10-05	2.0	1.9935
17599	346	1993-10-08	3.0	0.87
17600	346	1993-10-11	0.0	0.7875
17602	346	1993-10-31	3.0	0.00146
17603	346	1993-11-05	2.0	1.9935
17604	346	1993-11-07	3.0	1.21
17605	346	1993-11-11	0.0	0.7875
17607	346	1993-11-30	3.0	0.00146
17608	346	1993-12-01	3.0	0.336
17609	346	1993-12-05	2.0	2.99025
17610	346	1993-12-07	3.0	1.69
17611	346	1993-12-11	0.0	0.7875
17612	346	1993-12-28	3.0	0.288
17614	346	1993-12-31	3.0	0.00146
17982	1909	1993-01-12	2.0	0.08
17983	1909	1993-02-05	1.0	0.3191
17984	1909	1993-03-05	1.0	0.3191
17985	1909	1993-04-05	1.0	0.3191
17986	1909	1993-05-05	1.0	0.3191
17987	1909	1993-06-05	1.0	0.3191
17988	1909	1993-06-11	0.0	0.0043
17989	1909	1993-06-14	0.0	0.1156
17990	1909	1993-06-14	0.0	0.0928
17991	1909	1993-06-16	3.0	0.099
17993	1909	1993-06-30	3.0	0.00146
17994	1909	1993-07-05	1.0	0.3191
17995	1909	1993-07-11	0.0	0.0043
17996	1909	1993-07-14	0.0	0.0928
17997	1909	1993-07-14	0.0	0.1156
17999	1909	1993-07-31	3.0	0.00146
18000	1909	1993-08-05	1.0	0.3191
18001	1909	1993-08-11	0.0	0.0043
18002	1909	1993-08-14	0.0	0.0928
18003	1909	1993-08-14	0.0	0.1156
18004	1909	1993-08-30	3.0	0.039
18006	1909	1993-08-31	3.0	0.00146
18007	1909	1993-09-05	1.0	0.3191
18008	1909	1993-09-11	0.0	0.0043
18009	1909	1993-09-14	0.0	0.1156
18010	1909	1993-09-14	0.0	0.0928
18012	1909	1993-09-30	3.0	0.00146
18013	1909	1993-10-05	1.0	0.3191
18014	1909	1993-10-11	0.0	0.0043
18015	1909	1993-10-14	0.0	0.0928
18016	1909	1993-10-14	0.0	0.1156
18018	1909	1993-10-31	3.0	0.00146
18019	1909	1993-11-05	1.0	0.3191
18020	1909	1993-11-11	0.0	0.0043
18021	1909	1993-11-14	0.0	0.1156
18022	1909	1993-11-14	0.0	0.0928
18024	1909	1993-11-30	3.0	0.00146
18025	1909	1993-12-05	1.0	0.3191
18026	1909	1993-12-06	3.0	0.048
18027	1909	1993-12-11	0.0	0.0043
18028	1909	1993-12-14	0.0	0.0928
18029	1909	1993-12-14	0.0	0.1156
18030	1909	1993-12-28	3.0	0.018
18032	1909	1993-12-31	3.0	0.00146
18468	2099	1993-01-12	2.0	0.11
18469	2099	1993-01-22	2.0	1.6125
18470	2099	1993-01-24	2.0	3.6518
18472	2099	1993-02-07	2.0	2.8157
18473	2099	1993-02-11	3.0	2.97
18475	2099	1993-03-03	2.0	3.0557
18476	2099	1993-03-13	3.0	2.72
18477	2099	1993-03-28	2.0	1.8946
18479	2099	1993-03-31	3.0	0.003
18480	2099	1993-04-12	3.0	2.71
18481	2099	1993-04-14	3.0	2.02
18482	2099	1993-04-18	2.0	4.3854
18483	2099	1993-04-29	3.0	0.93
18485	2099	1993-04-30	3.0	0.003
18486	2099	1993-05-12	3.0	2.05
18487	2099	1993-05-17	2.0	3.5581
18489	2099	1993-05-31	3.0	0.003
18490	2099	1993-05-31	2.0	2.5391
18491	2099	1993-06-04	3.0	5.55
18492	2099	1993-06-11	3.0	1.32
18494	2099	1993-06-30	3.0	0.003
18495	2099	1993-07-11	3.0	0.23
18496	2099	1993-07-14	2.0	4.3045
18497	2099	1993-07-20	3.0	2.81
18498	2099	1993-07-20	2.0	4.3267
18500	2099	1993-07-31	3.0	0.003
18501	2099	1993-08-10	3.0	3.49
18502	2099	1993-08-15	2.0	4.4611
18504	2099	1993-08-31	3.0	0.003
18505	2099	1993-09-09	3.0	3.85
18506	2099	1993-09-09	3.0	3.03
18507	2099	1993-09-09	2.0	2.3452
18509	2099	1993-09-30	3.0	0.003
18510	2099	1993-10-02	2.0	2.3553
18511	2099	1993-10-09	3.0	2.46
18512	2099	1993-10-10	2.0	4.479
18513	2099	1993-10-13	3.0	0.18
18514	2099	1993-10-18	3.0	3.07
18515	2099	1993-10-18	3.0	3.47
18516	2099	1993-10-18	2.0	4.9424
18517	2099	1993-10-18	2.0	3.6684
18518	2099	1993-10-25	3.0	1.0537
18520	2099	1993-10-31	3.0	0.003
18521	2099	1993-11-08	3.0	3.89
18522	2099	1993-11-16	2.0	2.1308
18523	2099	1993-11-17	2.0	0.6138
18524	2099	1993-11-20	3.0	0.57
18525	2099	1993-11-26	3.0	5.51
18526	2099	1993-11-26	2.0	2.5717
18528	2099	1993-11-30	3.0	0.003
18529	2099	1993-12-08	3.0	2.0
18530	2099	1993-12-09	3.0	0.18
18531	2099	1993-12-09	3.0	2.4503
18532	2099	1993-12-13	3.0	1.6058
18533	2099	1993-12-19	2.0	2.8418
18534	2099	1993-12-20	2.0	1.3961
18535	2099	1993-12-31	3.0	3e-05
18537	2099	1993-12-31	3.0	0.003
18861	3760	1993-01-13	2.0	0.1
18862	3760	1993-01-18	2.0	1.0792
18864	3760	1993-02-06	2.0	3.8645
18865	3760	1993-02-12	3.0	1.44
18867	3760	1993-03-14	3.0	0.52
18868	3760	1993-03-15	2.0	1.0539
18869	3760	1993-03-25	2.0	2.4226
18871	3760	1993-04-13	3.0	1.98
18873	3760	1993-05-13	3.0	0.94
18874	3760	1993-05-20	2.0	2.4165
18875	3760	1993-05-25	2.0	4.1587
18876	3760	1993-05-27	3.0	1.8851
18877	3760	1993-05-29	3.0	5.9
18878	3760	1993-05-29	2.0	4.6992
18879	3760	1993-05-29	3.0	5.23
18880	3760	1993-05-29	2.0	3.8405
18882	3760	1993-05-31	3.0	0.00146
18883	3760	1993-06-11	2.0	3.3591
18884	3760	1993-06-12	3.0	3.34
18885	3760	1993-06-12	3.0	0.2552
18886	3760	1993-06-16	2.0	2.8212
18887	3760	1993-06-29	3.0	0.2044
18889	3760	1993-06-30	3.0	0.00146
18890	3760	1993-07-11	2.0	4.8343
18891	3760	1993-07-11	3.0	5.43
18892	3760	1993-07-12	3.0	2.55
18893	3760	1993-07-14	3.0	0.346
18894	3760	1993-07-29	2.0	4.5282
18896	3760	1993-07-31	3.0	0.00146
18897	3760	1993-08-11	3.0	3.09
18898	3760	1993-08-16	2.0	3.2672
18900	3760	1993-08-31	3.0	0.00146
18901	3760	1993-09-09	3.0	0.63
18902	3760	1993-09-10	3.0	2.87
18903	3760	1993-09-25	2.0	1.8207
18905	3760	1993-09-30	3.0	0.00146
18906	3760	1993-10-10	3.0	2.41
18907	3760	1993-10-12	2.0	4.9992
18908	3760	1993-10-13	2.0	2.3587
18909	3760	1993-10-13	3.0	2.95
18911	3760	1993-10-31	3.0	0.00146
18912	3760	1993-11-05	3.0	0.96
18913	3760	1993-11-08	2.0	0.9578
18914	3760	1993-11-09	3.0	3.42
18915	3760	1993-11-14	3.0	0.4464
18916	3760	1993-11-15	3.0	1.3254
18918	3760	1993-11-30	3.0	0.00146
18919	3760	1993-12-09	3.0	0.99
18920	3760	1993-12-20	3.0	0.24
18921	3760	1993-12-25	3.0	1.1148
18923	3760	1993-12-31	3.0	0.00146
19252	5270	1993-01-13	2.0	0.08
19253	5270	1993-01-14	1.0	4.4749
19255	5270	1993-02-12	3.0	0.96
19256	5270	1993-02-14	1.0	4.4749
19258	5270	1993-03-14	1.0	4.4749
19259	5270	1993-03-14	3.0	5.17
19260	5270	1993-03-14	3.0	2.53
19262	5270	1993-04-13	3.0	1.19
19263	5270	1993-04-14	1.0	4.4749
19265	5270	1993-05-13	3.0	2.78
19266	5270	1993-05-14	1.0	4.4749
19267	5270	1993-05-22	3.0	1.14
19269	5270	1993-05-31	3.0	1.02
19270	5270	1993-05-31	3.0	0.00146
19271	5270	1993-06-10	3.0	0.33
19272	5270	1993-06-11	3.0	1.0027
19273	5270	1993-06-12	3.0	1.91
19274	5270	1993-06-14	1.0	6.7124
19275	5270	1993-06-14	3.0	1.77
19276	5270	1993-06-24	3.0	4.02
19278	5270	1993-06-30	3.0	0.00146
19279	5270	1993-07-05	3.0	2.1362
19280	5270	1993-07-12	3.0	0.24
19281	5270	1993-07-14	1.0	4.4749
19282	5270	1993-07-19	3.0	0.2
19283	5270	1993-07-27	3.0	2.236
19285	5270	1993-07-31	3.0	0.00146
19286	5270	1993-08-07	3.0	0.37
19287	5270	1993-08-11	3.0	1.27
19288	5270	1993-08-14	1.0	4.4749
19290	5270	1993-08-31	3.0	0.00146
19291	5270	1993-09-10	3.0	2.44
19292	5270	1993-09-14	1.0	4.4749
19293	5270	1993-09-18	3.0	0.34
19294	5270	1993-09-20	3.0	1.11
19296	5270	1993-09-30	3.0	0.00146
19297	5270	1993-10-10	3.0	3.19
19298	5270	1993-10-12	3.0	0.37
19299	5270	1993-10-14	1.0	4.4749
19301	5270	1993-10-31	3.0	0.00146
19302	5270	1993-11-09	3.0	3.41
19303	5270	1993-11-14	1.0	4.4749
19304	5270	1993-11-16	3.0	0.31
19306	5270	1993-11-30	3.0	0.00146
19307	5270	1993-12-02	3.0	0.81
19308	5270	1993-12-03	3.0	0.8029
19309	5270	1993-12-08	3.0	0.6
19310	5270	1993-12-09	3.0	2.88
19311	5270	1993-12-12	0.0	0.3317
19312	5270	1993-12-14	3.0	4.28
19313	5270	1993-12-14	1.0	6.7124
19315	5270	1993-12-31	3.0	0.00146
19714	2926	1993-01-14	2.0	0.06
19715	2926	1993-02-09	2.0	1.0584
19716	2926	1993-02-13	2.0	0.9
19718	2926	1993-03-09	2.0	1.0584
19719	2926	1993-03-15	3.0	0.49
19721	2926	1993-04-09	2.0	1.0584
19722	2926	1993-04-14	3.0	0.68
19724	2926	1993-05-09	2.0	1.0584
19725	2926	1993-05-14	3.0	0.75
19727	2926	1993-06-09	2.0	1.5876
19728	2926	1993-06-09	0.0	0.0868
19729	2926	1993-06-12	0.0	0.1348
19730	2926	1993-06-12	0.0	0.0699
19731	2926	1993-06-13	3.0	1.19
19732	2926	1993-06-30	3.0	0.00146
19734	2926	1993-07-05	0.0	0.1093
19735	2926	1993-07-09	0.0	0.0868
19736	2926	1993-07-09	2.0	1.0584
19737	2926	1993-07-12	0.0	0.1348
19738	2926	1993-07-12	0.0	0.0699
19739	2926	1993-07-13	3.0	0.72
19740	2926	1993-07-18	3.0	0.18
19741	2926	1993-07-31	3.0	0.00146
19743	2926	1993-08-05	0.0	0.1093
19744	2926	1993-08-09	2.0	1.0584
19745	2926	1993-08-09	0.0	0.0868
19746	2926	1993-08-12	3.0	0.81
19747	2926	1993-08-12	0.0	0.0699
19748	2926	1993-08-12	0.0	0.1348
19749	2926	1993-08-31	3.0	0.00146
19751	2926	1993-09-05	0.0	0.1093
19752	2926	1993-09-09	0.0	0.0868
19753	2926	1993-09-09	2.0	1.0584
19754	2926	1993-09-11	3.0	0.96
19755	2926	1993-09-12	0.0	0.1348
19756	2926	1993-09-12	0.0	0.0699
19757	2926	1993-09-18	3.0	0.096
19758	2926	1993-09-30	3.0	0.00146
19760	2926	1993-10-05	0.0	0.1093
19761	2926	1993-10-09	2.0	1.0584
19762	2926	1993-10-09	0.0	0.0868
19763	2926	1993-10-11	3.0	0.34
19764	2926	1993-10-12	0.0	0.0699
19765	2926	1993-10-12	0.0	0.1348
19766	2926	1993-10-31	3.0	0.00146
19768	2926	1993-11-05	0.0	0.1093
19769	2926	1993-11-09	0.0	0.0868
19770	2926	1993-11-09	2.0	1.0584
19771	2926	1993-11-10	3.0	0.49
19772	2926	1993-11-12	0.0	0.1348
19773	2926	1993-11-12	0.0	0.0699
19774	2926	1993-11-30	3.0	0.00146
19776	2926	1993-12-05	0.0	0.1093
19777	2926	1993-12-09	0.0	0.0868
19778	2926	1993-12-09	2.0	1.5876
19779	2926	1993-12-10	3.0	1.17
19780	2926	1993-12-12	0.0	0.0699
19781	2926	1993-12-12	0.0	0.1348
19782	2926	1993-12-19	3.0	0.16
19783	2926	1993-12-31	3.0	0.00146
20334	1699	1993-01-14	2.0	0.08
20335	1699	1993-02-05	1.0	0.5224
20336	1699	1993-03-05	1.0	0.5224
20337	1699	1993-04-05	1.0	0.5224
20338	1699	1993-05-05	1.0	0.5224
20339	1699	1993-06-05	1.0	0.5224
20340	1699	1993-06-05	0.0	0.0019
20341	1699	1993-06-11	0.0	0.3463
