SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,effort,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.533884028,38,0,"(0.00468, 0.00649]",6667.0,10,0,2,0,2.0
0,0.008407096,45,0,"(0.00287, 0.00367]",2600.0,7,0,1,0,0.0
0,0.0055613780000000005,45,0,"(0.00214, 0.00287]",8000.0,13,0,1,0,0.0
0,0.7230532270000001,47,1,"(0.04, 12.67]",875.0,11,1,1,0,4.0
0,0.353357583,40,0,"(0.00649, 0.04]",10000.0,10,0,4,0,6.0
0,0.224815543,62,0,"(0.04, 12.67]",,12,0,0,0,0.0
0,0.40170465299999997,52,0,"(0.00649, 0.04]",4160.0,9,0,2,0,0.0
0,0.0,78,0,"(0.00649, 0.04]",3400.0,2,0,1,0,0.0
0,0.48585301,58,0,"(0.00287, 0.00367]",7149.0,9,0,1,0,0.0
0,0.032020796000000004,64,0,"(0.04, 12.67]",,11,0,0,0,0.0
0,0.086605363,70,0,"(0.04, 12.67]",,3,0,0,0,0.0
0,0.650168985,61,0,"(0.00649, 0.04]",6084.0,22,0,1,0,1.0
0,0.033369849,57,0,"(0.00367, 0.00468]",5440.0,9,0,2,0,2.0
0,0.21301139100000002,57,1,"(0.00214, 0.00287]",23350.0,14,0,2,0,1.0
0,0.9999998999999999,51,1,"(0.00134, 0.00214]",16000.0,5,0,1,0,2.0
0,0.042531087,62,0,"(-0.001, 0.000309]",9843.0,6,0,0,0,2.0
0,0.337388426,39,0,"(0.00287, 0.00367]",6000.0,6,0,2,0,0.0
0,0.331223896,33,0,"(0.000309, 0.00134]",1300.0,4,0,0,0,0.0
0,0.009207934000000001,52,0,"(12.67, 3296.64]",,10,0,2,0,0.0
0,0.663486051,37,0,"(-0.001, 0.000309]",37250.0,10,0,0,0,0.0
0,0.0,77,0,"(-0.001, 0.000309]",8329.0,5,0,0,0,0.0
0,0.099153905,63,1,"(0.04, 12.67]",,2,0,0,0,1.0
0,0.016019485,73,0,"(0.04, 12.67]",,2,0,0,0,1.0
0,0.0,42,0,"(0.04, 12.67]",151.0,12,0,2,0,3.0
0,0.01099945,63,0,"(-0.001, 0.000309]",865.0,5,0,0,0,0.0
0,0.478925816,50,0,"(0.00367, 0.00468]",5072.0,7,0,1,0,2.0
0,0.436672236,54,0,"(0.00367, 0.00468]",14583.0,6,0,2,0,0.0
0,0.095965505,52,3,"(0.00134, 0.00214]",13500.0,11,0,2,0,1.0
0,0.259772812,68,0,"(0.00367, 0.00468]",3200.0,7,0,1,0,0.0
0,0.16346264900000002,30,0,"(0.00214, 0.00287]",3200.0,12,0,0,0,0.0
0,0.48781463399999997,65,0,"(0.00468, 0.00649]",6040.0,14,0,1,0,0.0
0,0.423639586,39,0,"(0.00134, 0.00214]",33333.0,10,0,2,0,2.0
0,0.982225514,52,0,"(0.00649, 0.04]",3075.0,8,0,2,0,1.0
1,0.9720372840000001,53,2,"(0.00134, 0.00214]",3675.0,9,1,0,1,0.0
0,0.84293979,39,0,"(0.00287, 0.00367]",5000.0,8,0,1,0,1.0
0,0.35201084200000005,73,0,"(0.00134, 0.00214]",10364.0,13,0,1,0,0.0
0,0.320599996,56,0,"(0.00214, 0.00287]",28000.0,26,0,2,0,2.0
0,0.9999998999999999,41,0,"(-0.001, 0.000309]",,0,0,0,0,0.0
0,0.020658285,58,0,"(0.00134, 0.00214]",11754.0,13,0,1,0,1.0
0,0.095994811,32,0,"(0.00134, 0.00214]",5000.0,5,0,1,0,3.0
0,0.046057815,69,0,"(-0.001, 0.000309]",8000.0,10,0,0,0,0.0
1,0.9999998999999999,36,0,"(0.00649, 0.04]",1500.0,3,1,1,1,0.0
1,0.49380247899999996,28,1,"(0.00468, 0.00649]",700.0,9,0,0,0,0.0
0,0.8960348459999999,59,0,"(0.00468, 0.00649]",6100.0,10,0,1,0,0.0
0,0.014899255,62,0,"(0.04, 12.67]",,6,0,1,0,0.0
0,0.9999998999999999,23,0,"(-0.001, 0.000309]",820.0,1,0,0,0,0.0
0,0.96289138,61,4,"(0.00468, 0.00649]",7270.0,12,0,2,0,0.0
0,0.106091621,49,0,"(0.00649, 0.04]",5000.0,11,0,3,0,2.0
0,0.460788025,44,0,"(12.67, 3296.64]",,6,0,1,0,1.0
0,0.003503268,41,0,"(0.00468, 0.00649]",6900.0,17,0,3,0,2.0
0,0.083322224,44,1,"(0.00214, 0.00287]",8000.0,5,0,2,0,2.0
0,0.309359655,48,0,"(0.00214, 0.00287]",6500.0,8,0,0,0,2.0
0,0.0,62,0,"(0.00468, 0.00649]",15000.0,12,0,5,0,2.0
0,0.737377104,37,0,"(0.00649, 0.04]",4350.0,9,0,2,0,3.0
0,0.028544313999999998,60,0,"(0.00287, 0.00367]",7092.0,15,0,3,0,0.0
1,2.760956175,65,0,"(0.00468, 0.00649]",1681.0,3,4,0,0,0.0
0,0.035718571,53,0,"(0.00367, 0.00468]",10500.0,10,0,2,0,1.0
0,0.450885201,49,0,"(0.00649, 0.04]",6750.0,7,0,1,0,2.0
0,0.0,85,0,"(-0.001, 0.000309]",,3,0,0,0,
0,0.0,42,3,"(0.00367, 0.00468]",10108.0,6,2,2,0,2.0
0,0.0,79,0,"(0.000309, 0.00134]",4464.0,8,0,0,0,0.0
0,0.17741692,56,0,"(0.000309, 0.00134]",10000.0,14,1,1,0,2.0
0,0.009831088,74,0,"(-0.001, 0.000309]",3333.0,6,0,0,0,0.0
0,0.00624375,78,0,"(12.67, 3296.64]",,7,0,1,0,0.0
0,0.191521991,62,0,"(0.00214, 0.00287]",14250.0,16,0,2,0,2.0
0,0.579950004,41,0,"(12.67, 3296.64]",,9,0,1,0,0.0
0,0.0,46,0,"(12.67, 3296.64]",,11,0,2,0,1.0
0,0.9760800190000001,37,1,"(0.00468, 0.00649]",6492.0,22,0,0,0,1.0
0,0.029883804,63,0,"(0.00214, 0.00287]",3156.0,12,0,1,0,1.0
0,0.025949954,36,0,"(12.67, 3296.64]",,5,0,1,0,0.0
0,0.0,50,0,"(-0.001, 0.000309]",,4,0,0,0,0.0
0,0.048013049,49,0,"(0.000309, 0.00134]",9000.0,4,0,0,0,0.0
0,0.057661862,57,1,"(0.00367, 0.00468]",3937.0,3,0,1,0,0.0
0,0.686017929,39,0,"(0.00287, 0.00367]",14000.0,19,0,1,0,0.0
0,0.10918328699999999,50,0,"(0.00214, 0.00287]",6000.0,6,0,1,0,2.0
0,0.613277345,38,0,"(12.67, 3296.64]",,7,0,2,0,0.0
0,0.026572577000000003,78,0,"(0.00367, 0.00468]",3592.0,31,0,2,0,0.0
0,0.750260362,59,0,"(0.00134, 0.00214]",20000.0,6,0,2,0,0.0
1,0.958552117,48,0,"(0.04, 12.67]",,4,2,0,1,0.0
0,0.378589923,30,0,"(0.00134, 0.00214]",7666.0,9,0,0,0,0.0
0,0.0,62,0,"(0.00367, 0.00468]",3582.0,8,0,2,0,0.0
0,0.000200799,26,0,"(-0.001, 0.000309]",2300.0,7,0,0,0,0.0
0,0.373565661,78,0,"(0.00134, 0.00214]",2600.0,8,0,0,0,0.0
0,0.20746732199999998,60,0,"(0.00468, 0.00649]",2207.0,9,0,1,0,0.0
0,0.012779983,93,0,"(12.67, 3296.64]",,7,0,1,0,0.0
0,0.248978185,50,1,"(0.04, 12.67]",,9,0,0,0,1.0
0,0.18083131,57,0,"(0.00214, 0.00287]",8748.0,8,0,2,0,2.0
0,0.248501348,66,0,"(0.00649, 0.04]",4183.0,17,0,3,0,0.0
0,0.9999998999999999,56,0,"(0.00367, 0.00468]",4000.0,6,0,1,0,2.0
0,0.20794187600000003,63,2,"(0.00287, 0.00367]",10350.0,24,0,2,0,0.0
0,0.017927435,53,0,"(0.00134, 0.00214]",7000.0,10,0,0,0,3.0
0,0.7096516140000001,49,1,"(0.00649, 0.04]",1200.0,3,0,0,0,0.0
0,0.8114710190000001,56,1,"(0.00214, 0.00287]",6500.0,13,0,0,0,0.0
0,0.0,35,0,"(0.00287, 0.00367]",3166.0,5,0,0,2,2.0
0,0.434400225,39,0,"(0.00367, 0.00468]",3000.0,9,0,1,0,0.0
0,0.236951515,60,0,"(0.00134, 0.00214]",8333.0,10,0,0,0,0.0
0,0.0,52,0,"(0.04, 12.67]",,7,0,2,0,0.0
0,0.021279149,35,0,"(12.67, 3296.64]",,6,0,1,0,0.0
0,0.019462905,67,0,"(0.00287, 0.00367]",6175.0,17,0,2,0,1.0
0,0.129652994,49,0,"(0.00468, 0.00649]",11300.0,12,0,2,0,6.0
0,0.081188763,64,0,"(0.04, 12.67]",,4,0,0,0,0.0
0,0.0,43,0,"(12.67, 3296.64]",,14,0,3,0,2.0
0,0.0057842,51,0,"(0.00468, 0.00649]",4000.0,7,0,2,0,3.0
0,0.125242868,63,0,"(0.00649, 0.04]",4000.0,9,0,1,0,0.0
0,0.012887966,70,0,"(0.00134, 0.00214]",7500.0,14,0,1,0,0.0
0,0.0,24,0,"(0.00468, 0.00649]",820.0,4,0,0,0,0.0
0,0.012285363,75,0,"(0.00468, 0.00649]",3300.0,13,0,2,0,0.0
0,0.054869339,40,0,"(0.00649, 0.04]",620.0,4,0,1,0,0.0
0,0.160898806,36,0,"(0.00649, 0.04]",325.0,11,0,1,0,0.0
0,0.24659419800000001,45,0,"(0.00214, 0.00287]",8272.0,8,0,2,0,1.0
0,0.018796023000000002,58,0,"(0.000309, 0.00134]",5000.0,4,0,0,0,0.0
0,0.10636312099999999,45,0,"(0.00287, 0.00367]",10000.0,5,0,2,0,5.0
0,0.030132005,36,0,"(0.00468, 0.00649]",7916.0,7,0,2,0,0.0
0,0.039096506,61,0,"(0.04, 12.67]",0.0,4,0,0,0,0.0
0,0.191115056,56,0,"(0.00649, 0.04]",5300.0,30,0,2,0,2.0
0,0.9999998999999999,32,0,"(0.04, 12.67]",200.0,4,0,2,0,4.0
0,0.224252667,48,5,"(0.00367, 0.00468]",7384.0,11,0,2,0,1.0
0,0.010199592,39,0,"(0.00468, 0.00649]",2750.0,4,0,2,0,0.0
0,0.9999998999999999,33,0,"(0.00367, 0.00468]",2060.0,5,0,1,0,0.0
0,0.9999998999999999,31,0,"(0.00134, 0.00214]",5000.0,2,0,0,0,0.0
0,0.9999998999999999,33,0,"(-0.001, 0.000309]",3695.0,1,0,0,0,1.0
0,0.429820482,43,1,"(0.00134, 0.00214]",6453.0,7,0,0,0,2.0
0,0.9865046140000001,35,0,"(0.00468, 0.00649]",4500.0,11,0,1,0,1.0
0,0.9862805490000001,45,0,"(0.00649, 0.04]",3295.0,8,0,2,0,0.0
0,0.02321838,35,0,"(0.00367, 0.00468]",9644.0,4,0,1,0,0.0
0,0.038822972000000004,76,0,"(0.00649, 0.04]",7000.0,12,0,5,0,0.0
0,0.12227613400000001,57,0,"(0.00134, 0.00214]",12700.0,8,0,3,0,1.0
0,0.42990365399999997,44,0,"(0.00367, 0.00468]",3500.0,9,0,1,0,0.0
0,0.141670459,64,0,"(0.00367, 0.00468]",3950.0,16,0,2,0,1.0
1,0.9999998999999999,36,2,"(12.67, 3296.64]",,5,0,2,2,0.0
0,0.0,57,0,"(-0.001, 0.000309]",8500.0,3,0,0,0,3.0
0,0.06288624599999999,37,0,"(0.00649, 0.04]",3029.0,6,0,2,0,0.0
0,0.072856988,54,0,"(0.00134, 0.00214]",6600.0,6,0,1,0,1.0
0,0.57489301,50,0,"(0.000309, 0.00134]",6916.0,8,0,0,0,0.0
0,0.009757985,64,0,"(0.000309, 0.00134]",10021.0,7,0,0,0,0.0
0,0.084351118,81,0,"(-0.001, 0.000309]",6250.0,2,0,0,0,0.0
0,0.179413254,59,0,"(0.00214, 0.00287]",10137.0,10,0,1,0,0.0
0,0.944482897,61,1,"(12.67, 3296.64]",,9,2,1,0,2.0
0,0.02699775,50,0,"(12.67, 3296.64]",,5,0,1,0,2.0
0,0.05741862599999999,75,1,"(0.00287, 0.00367]",6000.0,9,0,1,0,1.0
0,0.188116791,54,0,"(0.00367, 0.00468]",9973.0,30,0,2,0,0.0
0,0.027882592,45,0,"(12.67, 3296.64]",0.0,11,0,2,0,2.0
0,0.010916836999999999,42,0,"(0.000309, 0.00134]",3750.0,8,0,0,0,0.0
0,0.105950448,34,0,"(0.04, 12.67]",,2,0,0,0,0.0
0,0.000933292,47,1,"(0.00649, 0.04]",9936.0,9,0,5,0,3.0
0,0.158624144,64,0,"(0.00287, 0.00367]",15000.0,10,0,2,0,0.0
0,0.819906832,58,0,"(12.67, 3296.64]",,17,0,3,0,0.0
0,0.20542621,52,0,"(0.00287, 0.00367]",3150.0,12,0,1,0,2.0
0,0.9999998999999999,40,3,"(0.00649, 0.04]",4300.0,4,0,1,1,1.0
0,0.07120248700000001,68,0,"(0.00649, 0.04]",4780.0,7,0,1,0,0.0
0,0.800148282,41,0,"(0.00214, 0.00287]",4400.0,12,0,0,0,3.0
0,0.24342628600000002,51,0,"(0.00468, 0.00649]",11081.0,7,0,2,0,2.0
0,0.120733881,67,0,"(0.00214, 0.00287]",3500.0,5,0,1,0,0.0
0,0.0035553579999999998,70,0,"(0.00134, 0.00214]",3500.0,13,0,1,0,1.0
0,0.001394065,50,1,"(0.00214, 0.00287]",12166.0,13,0,1,0,3.0
0,0.868221661,41,1,"(0.00468, 0.00649]",4036.0,9,3,0,4,1.0
0,0.089290836,64,0,"(0.00214, 0.00287]",3500.0,14,0,1,0,0.0
0,0.41835095,39,0,"(0.00214, 0.00287]",11368.0,10,0,1,0,4.0
1,0.9999998999999999,24,0,"(0.000309, 0.00134]",1000.0,3,1,0,0,0.0
0,0.11765117900000001,36,1,"(0.00649, 0.04]",2500.0,10,0,2,0,1.0
0,0.8971535979999999,44,4,"(0.04, 12.67]",900.0,14,1,1,0,2.0
0,0.018418761000000002,79,0,"(0.04, 12.67]",,2,0,1,0,0.0
0,0.9999998999999999,54,0,"(12.67, 3296.64]",,2,0,1,0,0.0
0,0.466997893,71,0,"(0.00287, 0.00367]",7811.0,9,0,1,0,0.0
0,0.009724695,37,0,"(0.04, 12.67]",,3,0,0,0,0.0
0,0.9999998999999999,43,0,"(0.000309, 0.00134]",5278.0,1,0,1,0,0.0
0,0.012989074,54,1,"(0.00468, 0.00649]",3000.0,12,0,1,0,5.0
0,0.463684544,52,0,"(0.000309, 0.00134]",6300.0,3,0,0,0,0.0
0,0.632279534,41,2,"(0.000309, 0.00134]",5625.0,4,1,0,1,2.0
0,0.9226133409999999,34,0,"(12.67, 3296.64]",,9,0,1,1,0.0
0,0.558410262,45,0,"(0.000309, 0.00134]",10000.0,4,0,1,0,0.0
0,0.604052535,57,0,"(0.00367, 0.00468]",7193.0,14,0,2,0,0.0
0,0.0,61,0,"(0.00134, 0.00214]",1700.0,7,0,0,0,0.0
0,0.026308992000000003,35,0,"(12.67, 3296.64]",,6,0,3,0,0.0
0,0.028124497999999998,68,0,"(0.00214, 0.00287]",4933.0,12,0,4,0,0.0
0,0.073441724,45,0,"(-0.001, 0.000309]",9333.0,3,0,0,0,2.0
0,0.020155104,65,0,"(0.04, 12.67]",,17,0,0,0,0.0
0,0.512038648,46,1,"(0.00287, 0.00367]",14500.0,9,0,2,1,2.0
0,0.9999998999999999,34,0,"(0.00649, 0.04]",2784.0,7,0,2,0,3.0
0,0.0,59,0,"(0.00367, 0.00468]",8000.0,13,0,2,0,0.0
0,0.16635649,54,0,"(0.000309, 0.00134]",4000.0,7,0,0,0,1.0
0,0.33330412600000003,57,0,"(0.00468, 0.00649]",6348.0,18,0,2,0,1.0
0,0.9999998999999999,34,0,"(0.00134, 0.00214]",4400.0,1,0,0,0,0.0
0,1.026986507,56,0,"(12.67, 3296.64]",,5,1,1,1,1.0
0,0.338668226,51,0,"(12.67, 3296.64]",,16,0,2,0,0.0
1,1.094433952,40,4,"(0.00287, 0.00367]",4500.0,7,0,0,0,2.0
0,0.5794275720000001,27,0,"(0.00367, 0.00468]",3475.0,17,0,0,0,0.0
0,0.026920986,50,0,"(0.00214, 0.00287]",11850.0,18,0,1,0,3.0
0,0.049796097000000004,67,0,"(0.04, 12.67]",0.0,4,0,0,0,0.0
1,0.9999998999999999,62,1,"(0.00287, 0.00367]",4112.0,5,0,1,1,1.0
0,0.050802925,74,0,"(-0.001, 0.000309]",16309.0,6,0,0,0,0.0
0,0.0,30,0,"(0.00649, 0.04]",5322.0,9,0,2,0,1.0
0,1.0,23,1,"(0.00468, 0.00649]",900.0,4,0,0,0,0.0
0,0.160558857,38,0,"(0.00287, 0.00367]",6897.0,6,0,1,0,0.0
0,0.761406354,60,0,"(0.00367, 0.00468]",8733.0,14,0,2,0,0.0
0,0.164283572,71,0,"(-0.001, 0.000309]",5000.0,2,0,0,0,0.0
0,0.015856388,74,0,"(-0.001, 0.000309]",3200.0,9,0,0,0,0.0
0,0.0,43,0,"(12.67, 3296.64]",,8,0,1,0,1.0
0,0.045585854,39,0,"(0.00468, 0.00649]",3336.0,7,0,1,0,0.0
0,0.533255896,54,0,"(0.00214, 0.00287]",4414.0,5,0,0,0,0.0
0,0.9555797709999999,51,0,"(0.00468, 0.00649]",4800.0,7,0,2,0,3.0
0,1.823920266,38,0,"(-0.001, 0.000309]",2850.0,1,2,0,0,1.0
0,0.683035218,42,0,"(0.000309, 0.00134]",3820.0,3,0,0,0,2.0
0,0.12323896699999999,57,0,"(-0.001, 0.000309]",7500.0,4,0,0,0,1.0
0,0.07159713599999999,88,0,"(0.00287, 0.00367]",6400.0,3,0,2,0,1.0
0,0.890013748,34,0,"(0.000309, 0.00134]",5444.0,3,0,0,0,0.0
0,0.262403669,46,0,"(0.00649, 0.04]",3200.0,13,0,1,0,2.0
0,0.0,30,0,"(0.000309, 0.00134]",2689.0,3,0,0,0,0.0
0,0.076867853,28,0,"(-0.001, 0.000309]",1666.0,2,0,0,0,0.0
0,0.373872684,52,0,"(12.67, 3296.64]",,4,0,2,0,0.0
0,0.006999364,39,0,"(0.00468, 0.00649]",5338.0,8,0,2,0,3.0
0,0.9999998999999999,32,0,"(0.00134, 0.00214]",2100.0,2,0,0,1,0.0
0,0.005168167,60,0,"(0.000309, 0.00134]",3125.0,6,0,0,0,0.0
0,0.724076487,49,0,"(0.00367, 0.00468]",7000.0,14,1,1,0,2.0
0,0.288011315,43,0,"(0.00287, 0.00367]",4000.0,8,0,0,0,2.0
0,0.266489007,28,0,"(0.04, 12.67]",,2,0,0,0,0.0
0,0.014189181,81,1,"(0.00134, 0.00214]",4000.0,14,0,0,0,0.0
0,0.004999,37,0,"(0.00367, 0.00468]",7890.0,7,0,3,0,2.0
0,0.595095253,31,0,"(0.00214, 0.00287]",5916.0,7,0,2,0,0.0
0,0.07410156799999999,80,0,"(-0.001, 0.000309]",5020.0,4,0,0,0,1.0
0,0.047712383,37,0,"(0.00367, 0.00468]",13333.0,8,0,2,0,3.0
0,0.9999998999999999,63,1,"(0.000309, 0.00134]",3101.0,0,2,0,0,1.0
0,0.6774746220000001,57,0,"(0.00367, 0.00468]",14607.0,13,0,2,0,0.0
0,0.4138049,60,0,"(0.00649, 0.04]",7800.0,13,0,3,0,0.0
0,0.132205488,43,2,"(0.00367, 0.00468]",12000.0,12,0,2,0,2.0
0,0.9999998999999999,24,0,"(0.00649, 0.04]",,0,0,0,0,0.0
0,0.17491583300000002,34,0,"(0.00214, 0.00287]",1500.0,6,0,0,0,0.0
0,0.21204991399999998,56,0,"(12.67, 3296.64]",,10,0,2,0,
0,0.9999998999999999,35,0,"(12.67, 3296.64]",,4,0,1,0,0.0
0,0.02389662,53,0,"(0.00367, 0.00468]",6572.0,13,0,1,0,3.0
0,0.056689342000000004,35,0,"(0.000309, 0.00134]",6200.0,6,0,0,0,2.0
0,0.797074218,56,3,"(0.00367, 0.00468]",6666.0,10,0,2,2,0.0
0,0.671332867,37,1,"(0.00367, 0.00468]",4500.0,4,0,1,0,0.0
0,0.044381200999999995,77,1,"(0.04, 12.67]",,5,1,1,0,0.0
0,0.203512976,41,0,"(0.00468, 0.00649]",13596.0,15,0,6,0,0.0
0,0.506915514,66,0,"(0.00134, 0.00214]",4720.0,5,0,0,0,0.0
0,0.034043107999999996,63,0,"(0.000309, 0.00134]",9519.0,9,0,0,0,0.0
0,0.9999998999999999,55,0,"(-0.001, 0.000309]",,1,0,0,0,0.0
0,0.805380755,47,0,"(0.00367, 0.00468]",7000.0,7,0,2,0,2.0
0,0.0,46,0,"(-0.001, 0.000309]",4428.0,1,0,0,0,1.0
0,0.007293689,27,1,"(0.00134, 0.00214]",4408.0,6,0,0,0,0.0
0,0.983728498,61,2,"(0.000309, 0.00134]",4370.0,3,0,0,0,1.0
0,0.018332111,63,1,"(12.67, 3296.64]",,7,0,2,0,0.0
0,0.6224377560000001,49,0,"(0.00468, 0.00649]",4489.0,6,0,1,0,0.0
0,0.176079734,25,0,"(0.00649, 0.04]",,1,0,0,0,0.0
0,0.9281883470000001,49,0,"(0.00287, 0.00367]",3600.0,5,0,1,0,0.0
0,0.156305221,66,0,"(0.00287, 0.00367]",5500.0,11,0,1,0,2.0
0,0.0035544179999999997,72,0,"(0.00367, 0.00468]",5300.0,9,0,1,0,0.0
1,0.995002776,30,1,"(0.00134, 0.00214]",4000.0,3,10,0,0,0.0
0,0.554406315,49,0,"(0.00468, 0.00649]",9583.0,13,1,2,0,1.0
0,0.5827579620000001,60,0,"(0.00649, 0.04]",3760.0,25,0,1,0,0.0
0,0.51958007,42,0,"(0.00134, 0.00214]",5329.0,4,3,0,1,2.0
0,0.583270935,44,0,"(0.000309, 0.00134]",8600.0,3,0,0,0,4.0
0,0.0,63,0,"(0.00214, 0.00287]",9833.0,5,0,1,0,1.0
0,0.120129329,72,0,"(0.00134, 0.00214]",7420.0,8,0,1,0,0.0
0,0.0,78,1,"(0.00287, 0.00367]",4000.0,8,0,1,0,0.0
0,0.234565506,52,0,"(0.00287, 0.00367]",4005.0,7,0,0,0,3.0
0,0.405557616,37,0,"(0.00367, 0.00468]",11800.0,16,0,2,0,1.0
0,0.961313422,46,0,"(0.04, 12.67]",,4,0,0,0,0.0
0,0.003204331,89,0,"(-0.001, 0.000309]",6000.0,4,0,0,0,0.0
0,0.0,29,0,"(-0.001, 0.000309]",0.0,1,0,0,0,0.0
0,0.196230403,61,0,"(0.00214, 0.00287]",13763.0,8,0,1,0,0.0
0,0.0,61,0,"(-0.001, 0.000309]",,1,0,0,0,
0,0.046682013,61,0,"(0.00214, 0.00287]",6355.0,7,0,1,0,0.0
0,0.005737638000000001,76,0,"(0.00214, 0.00287]",3880.0,10,0,1,0,0.0
0,0.032583137000000005,31,0,"(0.000309, 0.00134]",5833.0,8,0,0,0,0.0
0,0.015296651000000001,57,0,"(12.67, 3296.64]",,6,0,2,0,1.0
0,0.825366105,63,1,"(0.00134, 0.00214]",4813.0,8,0,1,0,0.0
0,0.495677056,54,0,"(0.00367, 0.00468]",4000.0,3,0,1,0,0.0
0,0.467479789,44,0,"(0.00468, 0.00649]",2700.0,8,0,2,0,0.0
0,0.08647746699999999,52,0,"(0.000309, 0.00134]",17500.0,14,0,1,0,2.0
0,0.020412385,46,0,"(0.000309, 0.00134]",8799.0,4,1,0,0,1.0
0,0.325306795,56,0,"(0.00649, 0.04]",17800.0,20,0,5,0,0.0
0,0.9999998999999999,21,0,"(-0.001, 0.000309]",300.0,1,0,0,0,0.0
0,0.5474445920000001,45,0,"(0.00649, 0.04]",8455.0,10,0,2,0,4.0
0,0.433461198,51,0,"(0.00214, 0.00287]",9497.0,6,0,1,0,4.0
0,0.507950931,41,0,"(0.00134, 0.00214]",4000.0,6,0,0,0,0.0
0,0.0,44,1,"(0.00287, 0.00367]",8000.0,9,1,2,0,3.0
0,0.007140319,47,0,"(0.00214, 0.00287]",2360.0,4,0,0,0,0.0
0,0.087225384,39,0,"(0.04, 12.67]",,6,0,0,0,0.0
0,0.0,72,0,"(12.67, 3296.64]",,7,0,2,0,0.0
0,0.11809882599999999,29,0,"(0.00214, 0.00287]",2333.0,5,0,1,1,0.0
0,0.292743341,50,0,"(0.00468, 0.00649]",5000.0,7,0,2,0,1.0
0,0.144627967,60,0,"(0.00134, 0.00214]",2450.0,14,0,0,0,0.0
0,0.9999998999999999,41,2,"(0.000309, 0.00134]",5400.0,2,0,0,0,1.0
0,0.031825066,64,0,"(0.00287, 0.00367]",12487.0,11,0,4,0,0.0
0,0.0014444120000000002,53,0,"(0.00134, 0.00214]",2481.0,5,0,1,0,0.0
0,0.122225124,51,0,"(0.00468, 0.00649]",2583.0,6,0,0,0,2.0
0,0.020131991000000002,36,1,"(-0.001, 0.000309]",10230.0,2,0,0,0,0.0
0,0.007809418,53,0,"(0.000309, 0.00134]",4944.0,11,0,1,0,0.0
0,0.6821524290000001,41,0,"(0.00134, 0.00214]",5600.0,7,0,0,0,0.0
0,0.5276314910000001,58,0,"(0.00367, 0.00468]",3800.0,7,0,1,0,2.0
0,0.062490236,43,0,"(0.04, 12.67]",,1,0,0,0,
0,0.39235913200000005,40,0,"(0.00287, 0.00367]",7500.0,13,0,2,0,0.0
0,0.331795463,24,0,"(0.00287, 0.00367]",1534.0,3,0,0,0,0.0
0,0.10819616900000001,56,0,"(0.00214, 0.00287]",7000.0,10,0,1,0,0.0
0,0.6054732039999999,48,0,"(0.00468, 0.00649]",2000.0,7,0,0,0,2.0
0,0.0042536679999999995,69,0,"(-0.001, 0.000309]",3163.0,12,0,0,0,0.0
0,0.319714166,42,0,"(0.00287, 0.00367]",8949.0,6,0,2,0,2.0
0,0.2092932,76,0,"(0.00649, 0.04]",4333.0,22,0,2,0,0.0
0,0.128557943,37,1,"(0.00367, 0.00468]",3833.0,13,0,1,0,0.0
0,0.04093976,65,0,"(0.00134, 0.00214]",6666.0,7,0,1,0,0.0
0,0.722910836,60,1,"(0.00468, 0.00649]",5000.0,5,0,1,0,2.0
0,0.108613876,69,0,"(0.04, 12.67]",,7,0,1,0,0.0
0,0.720811685,40,0,"(0.00367, 0.00468]",3500.0,6,0,1,0,3.0
1,0.071554892,30,0,"(0.00214, 0.00287]",19500.0,11,0,3,0,0.0
0,0.450384987,63,0,"(0.00468, 0.00649]",2391.0,5,0,0,0,3.0
0,0.0,39,1,"(0.00649, 0.04]",4000.0,10,0,4,0,0.0
0,0.092976268,68,0,"(0.04, 12.67]",,7,0,0,0,0.0
0,0.061783143,64,0,"(0.00287, 0.00367]",4757.0,11,1,1,0,0.0
1,0.9999998999999999,46,0,"(-0.001, 0.000309]",,0,0,0,0,5.0
0,0.023939941,52,0,"(0.000309, 0.00134]",11783.0,5,0,0,0,0.0
0,0.10756031199999999,45,0,"(0.00367, 0.00468]",4416.0,5,0,2,0,1.0
0,0.0,81,0,"(0.04, 12.67]",,10,0,0,0,0.0
0,0.276913903,43,0,"(12.67, 3296.64]",,5,0,1,0,0.0
0,0.114680613,71,0,"(0.00134, 0.00214]",6500.0,9,0,1,0,0.0
0,0.004544478,64,0,"(0.00134, 0.00214]",6981.0,21,0,1,0,1.0
0,0.384934286,62,1,"(12.67, 3296.64]",,14,0,2,0,0.0
0,0.9999998999999999,59,1,"(0.00134, 0.00214]",6681.0,2,3,1,0,0.0
0,0.487720982,48,0,"(0.00134, 0.00214]",4600.0,9,0,0,0,1.0
0,0.028567196,45,0,"(0.00468, 0.00649]",8264.0,12,0,2,0,2.0
0,0.13895353800000002,61,0,"(0.000309, 0.00134]",8000.0,4,0,0,0,1.0
0,0.5471373420000001,49,0,"(0.00649, 0.04]",14500.0,6,0,3,0,3.0
0,0.0015242970000000002,48,0,"(12.67, 3296.64]",,3,0,1,0,0.0
0,0.0,67,0,"(0.000309, 0.00134]",2772.0,5,0,0,0,0.0
